"EntityType","EntityName","Slug","AssetType","RelativePath","IncomingFileName","RequiredForV1","Notes"
"Skin","Shang Tsung - seasonal","shang-tsung","seasonal","public/assets/skins/shang-tsung/seasonal.webp","shang-tsung_skin_seasonal.webp","No","Optional skin image for future skin selector."
"Skin","Shang Tsung - premium","shang-tsung","premium","public/assets/skins/shang-tsung/premium.webp","shang-tsung_skin_premium.webp","No","Optional skin image for future skin selector."
"Fighter","Quan Chi","quan-chi","Portrait","public/assets/fighters/quan-chi/portrait.webp","quan-chi_portrait.webp","Yes","Square portrait, recommended 768x768 or 1024x1024 WebP."
"Fighter","Quan Chi","quan-chi","FullBody","public/assets/fighters/quan-chi/fullbody.webp","quan-chi_fullbody.webp","Yes","Transparent/cut-out full-body render, recommended 1200x1600 WebP."
"Fighter","Quan Chi","quan-chi","Background","public/assets/fighters/quan-chi/background.webp","quan-chi_background.webp","Yes","Cinematic card background, recommended 1600x900 WebP."
"Fighter","Quan Chi","quan-chi","Model3D","public/assets/fighters/quan-chi/model.glb","quan-chi_model.glb","No","Optional GLB model for selected fighter detail screen."
"Skin","Quan Chi - default","quan-chi","default","public/assets/skins/quan-chi/default.webp","quan-chi_skin_default.webp","No","Optional skin image for future skin selector."
"Skin","Quan Chi - klassic","quan-chi","klassic","public/assets/skins/quan-chi/klassic.webp","quan-chi_skin_klassic.webp","No","Optional skin image for future skin selector."
"Skin","Quan Chi - seasonal","quan-chi","seasonal","public/assets/skins/quan-chi/seasonal.webp","quan-chi_skin_seasonal.webp","No","Optional skin image for future skin selector."
"Skin","Quan Chi - premium","quan-chi","premium","public/assets/skins/quan-chi/premium.webp","quan-chi_skin_premium.webp","No","Optional skin image for future skin selector."
"Fighter","Ermac","ermac","Portrait","public/assets/fighters/ermac/portrait.webp","ermac_portrait.webp","Yes","Square portrait, recommended 768x768 or 1024x1024 WebP."
"Fighter","Ermac","ermac","FullBody","public/assets/fighters/ermac/fullbody.webp","ermac_fullbody.webp","Yes","Transparent/cut-out full-body render, recommended 1200x1600 WebP."
"Fighter","Ermac","ermac","Background","public/assets/fighters/ermac/background.webp","ermac_background.webp","Yes","Cinematic card background, recommended 1600x900 WebP."
"Fighter","Ermac","ermac","Model3D","public/assets/fighters/ermac/model.glb","ermac_model.glb","No","Optional GLB model for selected fighter detail screen."
"Skin","Ermac - default","ermac","default","public/assets/skins/ermac/default.webp","ermac_skin_default.webp","No","Optional skin image for future skin selector."
"Skin","Ermac - klassic","ermac","klassic","public/assets/skins/ermac/klassic.webp","ermac_skin_klassic.webp","No","Optional skin image for future skin selector."
"Skin","Ermac - seasonal","ermac","seasonal","public/assets/skins/ermac/seasonal.webp","ermac_skin_seasonal.webp","No","Optional skin image for future skin selector."
"Skin","Ermac - premium","ermac","premium","public/assets/skins/ermac/premium.webp","ermac_skin_premium.webp","No","Optional skin image for future skin selector."
"Fighter","Takeda Takahashi","takeda-takahashi","Portrait","public/assets/fighters/takeda-takahashi/portrait.webp","takeda-takahashi_portrait.webp","Yes","Square portrait, recommended 768x768 or 1024x1024 WebP."
"Fighter","Takeda Takahashi","takeda-takahashi","FullBody","public/assets/fighters/takeda-takahashi/fullbody.webp","takeda-takahashi_fullbody.webp","Yes","Transparent/cut-out full-body render, recommended 1200x1600 WebP."
"Fighter","Takeda Takahashi","takeda-takahashi","Background","public/assets/fighters/takeda-takahashi/background.webp","takeda-takahashi_background.webp","Yes","Cinematic card background, recommended 1600x900 WebP."
"Fighter","Takeda Takahashi","takeda-takahashi","Model3D","public/assets/fighters/takeda-takahashi/model.glb","takeda-takahashi_model.glb","No","Optional GLB model for selected fighter detail screen."
"Skin","Takeda Takahashi - default","takeda-takahashi","default","public/assets/skins/takeda-takahashi/default.webp","takeda-takahashi_skin_default.webp","No","Optional skin image for future skin selector."
"Skin","Takeda Takahashi - klassic","takeda-takahashi","klassic","public/assets/skins/takeda-takahashi/klassic.webp","takeda-takahashi_skin_klassic.webp","No","Optional skin image for future skin selector."
"Skin","Takeda Takahashi - seasonal","takeda-takahashi","seasonal","public/assets/skins/takeda-takahashi/seasonal.webp","takeda-takahashi_skin_seasonal.webp","No","Optional skin image for future skin selector."
"Skin","Takeda Takahashi - premium","takeda-takahashi","premium","public/assets/skins/takeda-takahashi/premium.webp","takeda-takahashi_skin_premium.webp","No","Optional skin image for future skin selector."
"Fighter","Omni-Man","omni-man","Portrait","public/assets/fighters/omni-man/portrait.webp","omni-man_portrait.webp","Yes","Square portrait, recommended 768x768 or 1024x1024 WebP."
"Fighter","Omni-Man","omni-man","FullBody","public/assets/fighters/omni-man/fullbody.webp","omni-man_fullbody.webp","Yes","Transparent/cut-out full-body render, recommended 1200x1600 WebP."
"Fighter","Omni-Man","omni-man","Background","public/assets/fighters/omni-man/background.webp","omni-man_background.webp","Yes","Cinematic card background, recommended 1600x900 WebP."
"Fighter","Omni-Man","omni-man","Model3D","public/assets/fighters/omni-man/model.glb","omni-man_model.glb","No","Optional GLB model for selected fighter detail screen."
"Skin","Omni-Man - default","omni-man","default","public/assets/skins/omni-man/default.webp","omni-man_skin_default.webp","No","Optional skin image for future skin selector."
"Skin","Omni-Man - klassic","omni-man","klassic","public/assets/skins/omni-man/klassic.webp","omni-man_skin_klassic.webp","No","Optional skin image for future skin selector."
"Skin","Omni-Man - seasonal","omni-man","seasonal","public/assets/skins/omni-man/seasonal.webp","omni-man_skin_seasonal.webp","No","Optional skin image for future skin selector."
"Skin","Omni-Man - premium","omni-man","premium","public/assets/skins/omni-man/premium.webp","omni-man_skin_premium.webp","No","Optional skin image for future skin selector."
"Fighter","Peacemaker","peacemaker","Portrait","public/assets/fighters/peacemaker/portrait.webp","peacemaker_portrait.webp","Yes","Square portrait, recommended 768x768 or 1024x1024 WebP."
"Fighter","Peacemaker","peacemaker","FullBody","public/assets/fighters/peacemaker/fullbody.webp","peacemaker_fullbody.webp","Yes","Transparent/cut-out full-body render, recommended 1200x1600 WebP."
"Fighter","Peacemaker","peacemaker","Background","public/assets/fighters/peacemaker/background.webp","peacemaker_background.webp","Yes","Cinematic card background, recommended 1600x900 WebP."
"Fighter","Peacemaker","peacemaker","Model3D","public/assets/fighters/peacemaker/model.glb","peacemaker_model.glb","No","Optional GLB model for selected fighter detail screen."
"Skin","Peacemaker - default","peacemaker","default","public/assets/skins/peacemaker/default.webp","peacemaker_skin_default.webp","No","Optional skin image for future skin selector."
"Skin","Peacemaker - klassic","peacemaker","klassic","public/assets/skins/peacemaker/klassic.webp","peacemaker_skin_klassic.webp","No","Optional skin image for future skin selector."
"Skin","Peacemaker - seasonal","peacemaker","seasonal","public/assets/skins/peacemaker/seasonal.webp","peacemaker_skin_seasonal.webp","No","Optional skin image for future skin selector."
"Skin","Peacemaker - premium","peacemaker","premium","public/assets/skins/peacemaker/premium.webp","peacemaker_skin_premium.webp","No","Optional skin image for future skin selector."
"Fighter","Homelander","homelander","Portrait","public/assets/fighters/homelander/portrait.webp","homelander_portrait.webp","Yes","Square portrait, recommended 768x768 or 1024x1024 WebP."
"Fighter","Homelander","homelander","FullBody","public/assets/fighters/homelander/fullbody.webp","homelander_fullbody.webp","Yes","Transparent/cut-out full-body render, recommended 1200x1600 WebP."
"Fighter","Homelander","homelander","Background","public/assets/fighters/homelander/background.webp","homelander_background.webp","Yes","Cinematic card background, recommended 1600x900 WebP."
"Fighter","Homelander","homelander","Model3D","public/assets/fighters/homelander/model.glb","homelander_model.glb","No","Optional GLB model for selected fighter detail screen."
"Skin","Homelander - default","homelander","default","public/assets/skins/homelander/default.webp","homelander_skin_default.webp","No","Optional skin image for future skin selector."
"Skin","Homelander - klassic","homelander","klassic","public/assets/skins/homelander/klassic.webp","homelander_skin_klassic.webp","No","Optional skin image for future skin selector."
"Skin","Homelander - seasonal","homelander","seasonal","public/assets/skins/homelander/seasonal.webp","homelander_skin_seasonal.webp","No","Optional skin image for future skin selector."
"Skin","Homelander - premium","homelander","premium","public/assets/skins/homelander/premium.webp","homelander_skin_premium.webp","No","Optional skin image for future skin selector."
"Fighter","Cyrax","cyrax","Portrait","public/assets/fighters/cyrax/portrait.webp","cyrax_portrait.webp","Yes","Square portrait, recommended 768x768 or 1024x1024 WebP."
"Fighter","Cyrax","cyrax","FullBody","public/assets/fighters/cyrax/fullbody.webp","cyrax_fullbody.webp","Yes","Transparent/cut-out full-body render, recommended 1200x1600 WebP."
"Fighter","Cyrax","cyrax","Background","public/assets/fighters/cyrax/background.webp","cyrax_background.webp","Yes","Cinematic card background, recommended 1600x900 WebP."
"Fighter","Cyrax","cyrax","Model3D","public/assets/fighters/cyrax/model.glb","cyrax_model.glb","No","Optional GLB model for selected fighter detail screen."
"Skin","Cyrax - default","cyrax","default","public/assets/skins/cyrax/default.webp","cyrax_skin_default.webp","No","Optional skin image for future skin selector."
"Skin","Cyrax - klassic","cyrax","klassic","public/assets/skins/cyrax/klassic.webp","cyrax_skin_klassic.webp","No","Optional skin image for future skin selector."
"Skin","Cyrax - seasonal","cyrax","seasonal","public/assets/skins/cyrax/seasonal.webp","cyrax_skin_seasonal.webp","No","Optional skin image for future skin selector."
"Skin","Cyrax - premium","cyrax","premium","public/assets/skins/cyrax/premium.webp","cyrax_skin_premium.webp","No","Optional skin image for future skin selector."
"Fighter","Sektor","sektor","Portrait","public/assets/fighters/sektor/portrait.webp","sektor_portrait.webp","Yes","Square portrait, recommended 768x768 or 1024x1024 WebP."
"Fighter","Sektor","sektor","FullBody","public/assets/fighters/sektor/fullbody.webp","sektor_fullbody.webp","Yes","Transparent/cut-out full-body render, recommended 1200x1600 WebP."
"Fighter","Sektor","sektor","Background","public/assets/fighters/sektor/background.webp","sektor_background.webp","Yes","Cinematic card background, recommended 1600x900 WebP."
"Fighter","Sektor","sektor","Model3D","public/assets/fighters/sektor/model.glb","sektor_model.glb","No","Optional GLB model for selected fighter detail screen."
"Skin","Sektor - default","sektor","default","public/assets/skins/sektor/default.webp","sektor_skin_default.webp","No","Optional skin image for future skin selector."
"Skin","Sektor - klassic","sektor","klassic","public/assets/skins/sektor/klassic.webp","sektor_skin_klassic.webp","No","Optional skin image for future skin selector."
"Skin","Sektor - seasonal","sektor","seasonal","public/assets/skins/sektor/seasonal.webp","sektor_skin_seasonal.webp","No","Optional skin image for future skin selector."
"Skin","Sektor - premium","sektor","premium","public/assets/skins/sektor/premium.webp","sektor_skin_premium.webp","No","Optional skin image for future skin selector."
"Fighter","Noob Saibot","noob-saibot","Portrait","public/assets/fighters/noob-saibot/portrait.webp","noob-saibot_portrait.webp","Yes","Square portrait, recommended 768x768 or 1024x1024 WebP."
"Fighter","Noob Saibot","noob-saibot","FullBody","public/assets/fighters/noob-saibot/fullbody.webp","noob-saibot_fullbody.webp","Yes","Transparent/cut-out full-body render, recommended 1200x1600 WebP."
"Fighter","Noob Saibot","noob-saibot","Background","public/assets/fighters/noob-saibot/background.webp","noob-saibot_background.webp","Yes","Cinematic card background, recommended 1600x900 WebP."
"Fighter","Noob Saibot","noob-saibot","Model3D","public/assets/fighters/noob-saibot/model.glb","noob-saibot_model.glb","No","Optional GLB model for selected fighter detail screen."
"Skin","Noob Saibot - default","noob-saibot","default","public/assets/skins/noob-saibot/default.webp","noob-saibot_skin_default.webp","No","Optional skin image for future skin selector."
"Skin","Noob Saibot - klassic","noob-saibot","klassic","public/assets/skins/noob-saibot/klassic.webp","noob-saibot_skin_klassic.webp","No","Optional skin image for future skin selector."
"Skin","Noob Saibot - seasonal","noob-saibot","seasonal","public/assets/skins/noob-saibot/seasonal.webp","noob-saibot_skin_seasonal.webp","No","Optional skin image for future skin selector."
"Skin","Noob Saibot - premium","noob-saibot","premium","public/assets/skins/noob-saibot/premium.webp","noob-saibot_skin_premium.webp","No","Optional skin image for future skin selector."
"Fighter","Ghostface","ghostface","Portrait","public/assets/fighters/ghostface/portrait.webp","ghostface_portrait.webp","Yes","Square portrait, recommended 768x768 or 1024x1024 WebP."
"Fighter","Ghostface","ghostface","FullBody","public/assets/fighters/ghostface/fullbody.webp","ghostface_fullbody.webp","Yes","Transparent/cut-out full-body render, recommended 1200x1600 WebP."
"Fighter","Ghostface","ghostface","Background","public/assets/fighters/ghostface/background.webp","ghostface_background.webp","Yes","Cinematic card background, recommended 1600x900 WebP."
"Fighter","Ghostface","ghostface","Model3D","public/assets/fighters/ghostface/model.glb","ghostface_model.glb","No","Optional GLB model for selected fighter detail screen."
"Skin","Ghostface - default","ghostface","default","public/assets/skins/ghostface/default.webp","ghostface_skin_default.webp","No","Optional skin image for future skin selector."
"Skin","Ghostface - klassic","ghostface","klassic","public/assets/skins/ghostface/klassic.webp","ghostface_skin_klassic.webp","No","Optional skin image for future skin selector."
"Skin","Ghostface - seasonal","ghostface","seasonal","public/assets/skins/ghostface/seasonal.webp","ghostface_skin_seasonal.webp","No","Optional skin image for future skin selector."
"Skin","Ghostface - premium","ghostface","premium","public/assets/skins/ghostface/premium.webp","ghostface_skin_premium.webp","No","Optional skin image for future skin selector."
"Fighter","Conan the Barbarian","conan-the-barbarian","Portrait","public/assets/fighters/conan-the-barbarian/portrait.webp","conan-the-barbarian_portrait.webp","Yes","Square portrait, recommended 768x768 or 1024x1024 WebP."
"Fighter","Conan the Barbarian","conan-the-barbarian","FullBody","public/assets/fighters/conan-the-barbarian/fullbody.webp","conan-the-barbarian_fullbody.webp","Yes","Transparent/cut-out full-body render, recommended 1200x1600 WebP."
"Fighter","Conan the Barbarian","conan-the-barbarian","Background","public/assets/fighters/conan-the-barbarian/background.webp","conan-the-barbarian_background.webp","Yes","Cinematic card background, recommended 1600x900 WebP."
"Fighter","Conan the Barbarian","conan-the-barbarian","Model3D","public/assets/fighters/conan-the-barbarian/model.glb","conan-the-barbarian_model.glb","No","Optional GLB model for selected fighter detail screen."
"Skin","Conan the Barbarian - default","conan-the-barbarian","default","public/assets/skins/conan-the-barbarian/default.webp","conan-the-barbarian_skin_default.webp","No","Optional skin image for future skin selector."
"Skin","Conan the Barbarian - klassic","conan-the-barbarian","klassic","public/assets/skins/conan-the-barbarian/klassic.webp","conan-the-barbarian_skin_klassic.webp","No","Optional skin image for future skin selector."
"Skin","Conan the Barbarian - seasonal","conan-the-barbarian","seasonal","public/assets/skins/conan-the-barbarian/seasonal.webp","conan-the-barbarian_skin_seasonal.webp","No","Optional skin image for future skin selector."
"Skin","Conan the Barbarian - premium","conan-the-barbarian","premium","public/assets/skins/conan-the-barbarian/premium.webp","conan-the-barbarian_skin_premium.webp","No","Optional skin image for future skin selector."
"Fighter","T-1000 Terminator","t-1000-terminator","Portrait","public/assets/fighters/t-1000-terminator/portrait.webp","t-1000-terminator_portrait.webp","Yes","Square portrait, recommended 768x768 or 1024x1024 WebP."
"Fighter","T-1000 Terminator","t-1000-terminator","FullBody","public/assets/fighters/t-1000-terminator/fullbody.webp","t-1000-terminator_fullbody.webp","Yes","Transparent/cut-out full-body render, recommended 1200x1600 WebP."
"Fighter","T-1000 Terminator","t-1000-terminator","Background","public/assets/fighters/t-1000-terminator/background.webp","t-1000-terminator_background.webp","Yes","Cinematic card background, recommended 1600x900 WebP."
"Fighter","T-1000 Terminator","t-1000-terminator","Model3D","public/assets/fighters/t-1000-terminator/model.glb","t-1000-terminator_model.glb","No","Optional GLB model for selected fighter detail screen."
"Skin","T-1000 Terminator - default","t-1000-terminator","default","public/assets/skins/t-1000-terminator/default.webp","t-1000-terminator_skin_default.webp","No","Optional skin image for future skin selector."
"Skin","T-1000 Terminator - klassic","t-1000-terminator","klassic","public/assets/skins/t-1000-terminator/klassic.webp","t-1000-terminator_skin_klassic.webp","No","Optional skin image for future skin selector."
"Skin","T-1000 Terminator - seasonal","t-1000-terminator","seasonal","public/assets/skins/t-1000-terminator/seasonal.webp","t-1000-terminator_skin_seasonal.webp","No","Optional skin image for future skin selector."
"Skin","T-1000 Terminator - premium","t-1000-terminator","premium","public/assets/skins/t-1000-terminator/premium.webp","t-1000-terminator_skin_premium.webp","No","Optional skin image for future skin selector."
"Kameo","Sub-Zero","sub-zero","Portrait","public/assets/kameos/sub-zero/portrait.webp","kameo_sub-zero_portrait.webp","Yes","Kameo portrait, recommended 512x512 WebP."
"Kameo","Shujinko","shujinko","Portrait","public/assets/kameos/shujinko/portrait.webp","kameo_shujinko_portrait.webp","Yes","Kameo portrait, recommended 512x512 WebP."
"Kameo","Scorpion","scorpion","Portrait","public/assets/kameos/scorpion/portrait.webp","kameo_scorpion_portrait.webp","Yes","Kameo portrait, recommended 512x512 WebP."
"Kameo","Motaro","motaro","Portrait","public/assets/kameos/motaro/portrait.webp","kameo_motaro_portrait.webp","Yes","Kameo portrait, recommended 512x512 WebP."
"Kameo","Kung Lao","kung-lao","Portrait","public/assets/kameos/kung-lao/portrait.webp","kameo_kung-lao_portrait.webp","Yes","Kameo portrait, recommended 512x512 WebP."
"Kameo","Cyrax","cyrax","Portrait","public/assets/kameos/cyrax/portrait.webp","kameo_cyrax_portrait.webp","Yes","Kameo portrait, recommended 512x512 WebP."
"Kameo","Frost","frost","Portrait","public/assets/kameos/frost/portrait.webp","kameo_frost_portrait.webp","Yes","Kameo portrait, recommended 512x512 WebP."
"Kameo","Goro","goro","Portrait","public/assets/kameos/goro/portrait.webp","kameo_goro_portrait.webp","Yes","Kameo portrait, recommended 512x512 WebP."
"Kameo","Jax","jax","Portrait","public/assets/kameos/jax/portrait.webp","kameo_jax_portrait.webp","Yes","Kameo portrait, recommended 512x512 WebP."
"Kameo","Kano","kano","Portrait","public/assets/kameos/kano/portrait.webp","kameo_kano_portrait.webp","Yes","Kameo portrait, recommended 512x512 WebP."
"Kameo","Darrius","darrius","Portrait","public/assets/kameos/darrius/portrait.webp","kameo_darrius_portrait.webp","Yes","Kameo portrait, recommended 512x512 WebP."
"Kameo","Sareena","sareena","Portrait","public/assets/kameos/sareena/portrait.webp","kameo_sareena_portrait.webp","Yes","Kameo portrait, recommended 512x512 WebP."
"Kameo","Sektor","sektor","Portrait","public/assets/kameos/sektor/portrait.webp","kameo_sektor_portrait.webp","Yes","Kameo portrait, recommended 512x512 WebP."
"Kameo","Sonya","sonya","Portrait","public/assets/kameos/sonya/portrait.webp","kameo_sonya_portrait.webp","Yes","Kameo portrait, recommended 512x512 WebP."
"Kameo","Stryker","stryker","Portrait","public/assets/kameos/stryker/portrait.webp","kameo_stryker_portrait.webp","Yes","Kameo portrait, recommended 512x512 WebP."
"Kameo","Tremor","tremor","Portrait","public/assets/kameos/tremor/portrait.webp","kameo_tremor_portrait.webp","Yes","Kameo portrait, recommended 512x512 WebP."
"Kameo","Khameleon","khameleon","Portrait","public/assets/kameos/khameleon/portrait.webp","kameo_khameleon_portrait.webp","Yes","Kameo portrait, recommended 512x512 WebP."
"Kameo","Janet Cage","janet-cage","Portrait","public/assets/kameos/janet-cage/portrait.webp","kameo_janet-cage_portrait.webp","Yes","Kameo portrait, recommended 512x512 WebP."
"Kameo","Mavado","mavado","Portrait","public/assets/kameos/mavado/portrait.webp","kameo_mavado_portrait.webp","Yes","Kameo portrait, recommended 512x512 WebP."
"Kameo","Ferra","ferra","Portrait","public/assets/kameos/ferra/portrait.webp","kameo_ferra_portrait.webp","Yes","Kameo portrait, recommended 512x512 WebP."
"Kameo","Madam Bo","madam-bo","Portrait","public/assets/kameos/madam-bo/portrait.webp","kameo_madam-bo_portrait.webp","Yes","Kameo portrait, recommended 512x512 WebP."
"Arena","Fire Temple","fire-temple","Background","public/assets/arenas/fire-temple/background.webp","arena_fire-temple_background.webp","No","Optional arena hero/background, recommended 1600x900 WebP."
"Arena","Fire Temple","fire-temple","Thumbnail","public/assets/arenas/fire-temple/thumbnail.webp","arena_fire-temple_thumbnail.webp","No","Optional arena thumbnail, recommended 600x340 WebP."
"Arena","Wu Shi Academy","wu-shi-academy","Background","public/assets/arenas/wu-shi-academy/background.webp","arena_wu-shi-academy_background.webp","No","Optional arena hero/background, recommended 1600x900 WebP."
"Arena","Wu Shi Academy","wu-shi-academy","Thumbnail","public/assets/arenas/wu-shi-academy/thumbnail.webp","arena_wu-shi-academy_thumbnail.webp","No","Optional arena thumbnail, recommended 600x340 WebP."
"Arena","The Hourglass","the-hourglass","Background","public/assets/arenas/the-hourglass/background.webp","arena_the-hourglass_background.webp","No","Optional arena hero/background, recommended 1600x900 WebP."
"Arena","The Hourglass","the-hourglass","Thumbnail","public/assets/arenas/the-hourglass/thumbnail.webp","arena_the-hourglass_thumbnail.webp","No","Optional arena thumbnail, recommended 600x340 WebP."
"Arena","Outworld Palace","outworld-palace","Background","public/assets/arenas/outworld-palace/background.webp","arena_outworld-palace_background.webp","No","Optional arena hero/background, recommended 1600x900 WebP."
"Arena","Outworld Palace","outworld-palace","Thumbnail","public/assets/arenas/outworld-palace/thumbnail.webp","arena_outworld-palace_thumbnail.webp","No","Optional arena thumbnail, recommended 600x340 WebP."
"Arena","Living Forest","living-forest","Background","public/assets/arenas/living-forest/background.webp","arena_living-forest_background.webp","No","Optional arena hero/background, recommended 1600x900 WebP."
"Arena","Living Forest","living-forest","Thumbnail","public/assets/arenas/living-forest/thumbnail.webp","arena_living-forest_thumbnail.webp","No","Optional arena thumbnail, recommended 600x340 WebP."
"Arena","Tarkatan Colony","tarkatan-colony","Background","public/assets/arenas/tarkatan-colony/background.webp","arena_tarkatan-colony_background.webp","No","Optional arena hero/background, recommended 1600x900 WebP."
"Arena","Tarkatan Colony","tarkatan-colony","Thumbnail","public/assets/arenas/tarkatan-colony/thumbnail.webp","arena_tarkatan-colony_thumbnail.webp","No","Optional arena thumbnail, recommended 600x340 WebP."
"Arena","Shirai Ryu Fire Garden","shirai-ryu-fire-garden","Background","public/assets/arenas/shirai-ryu-fire-garden/background.webp","arena_shirai-ryu-fire-garden_background.webp","No","Optional arena hero/background, recommended 1600x900 WebP."
"Arena","Shirai Ryu Fire Garden","shirai-ryu-fire-garden","Thumbnail","public/assets/arenas/shirai-ryu-fire-garden/thumbnail.webp","arena_shirai-ryu-fire-garden_thumbnail.webp","No","Optional arena thumbnail, recommended 600x340 WebP."
"Arena","Lin Kuei Fortress","lin-kuei-fortress","Background","public/assets/arenas/lin-kuei-fortress/background.webp","arena_lin-kuei-fortress_background.webp","No","Optional arena hero/background, recommended 1600x900 WebP."
"Arena","Lin Kuei Fortress","lin-kuei-fortress","Thumbnail","public/assets/arenas/lin-kuei-fortress/thumbnail.webp","arena_lin-kuei-fortress_thumbnail.webp","No","Optional arena thumbnail, recommended 600x340 WebP."
"Arena","Netherrealm Gate","netherrealm-gate","Background","public/assets/arenas/netherrealm-gate/background.webp","arena_netherrealm-gate_background.webp","No","Optional arena hero/background, recommended 1600x900 WebP."
"Arena","Netherrealm Gate","netherrealm-gate","Thumbnail","public/assets/arenas/netherrealm-gate/thumbnail.webp","arena_netherrealm-gate_thumbnail.webp","No","Optional arena thumbnail, recommended 600x340 WebP."
"Arena","Chaosrealm Rift","chaosrealm-rift","Background","public/assets/arenas/chaosrealm-rift/background.webp","arena_chaosrealm-rift_background.webp","No","Optional arena hero/background, recommended 1600x900 WebP."
"Arena","Chaosrealm Rift","chaosrealm-rift","Thumbnail","public/assets/arenas/chaosrealm-rift/thumbnail.webp","arena_chaosrealm-rift_thumbnail.webp","No","Optional arena thumbnail, recommended 600x340 WebP."
"Arena","Vaeternus Crypt","vaeternus-crypt","Background","public/assets/arenas/vaeternus-crypt/background.webp","arena_vaeternus-crypt_background.webp","No","Optional arena hero/background, recommended 1600x900 WebP."
"Arena","Vaeternus Crypt","vaeternus-crypt","Thumbnail","public/assets/arenas/vaeternus-crypt/thumbnail.webp","arena_vaeternus-crypt_thumbnail.webp","No","Optional arena thumbnail, recommended 600x340 WebP."
"Arena","Zaterran Jungle","zaterran-jungle","Background","public/assets/arenas/zaterran-jungle/background.webp","arena_zaterran-jungle_background.webp","No","Optional arena hero/background, recommended 1600x900 WebP."
"Arena","Zaterran Jungle","zaterran-jungle","Thumbnail","public/assets/arenas/zaterran-jungle/thumbnail.webp","arena_zaterran-jungle_thumbnail.webp","No","Optional arena thumbnail, recommended 600x340 WebP."
"UI","dragon-emblem.svg","ui","dragon-emblem.svg","public/assets/ui/dragon-emblem.svg","ui_dragon-emblem.svg","No","UI emblem. SVG recommended."
"UI","ember-particles.webp","ui","ember-particles.webp","public/assets/ui/ember-particles.webp","ui_ember-particles.webp","No","Optional transparent ember particle overlay."
"UI","smoke-overlay.webp","ui","smoke-overlay.webp","public/assets/ui/smoke-overlay.webp","ui_smoke-overlay.webp","No","Optional transparent smoke overlay."
"UI","noise.webp","ui","noise.webp","public/assets/ui/noise.webp","ui_noise.webp","No","Optional subtle noise texture."
"UI","mk-logo.webp","ui","mk-logo.webp","public/assets/ui/mk-logo.webp","ui_mk-logo.webp","No","Optional app logo/wordmark if licensed."
"UI","fallback-fighter.svg","ui","fallback-fighter.svg","public/assets/ui/fallback-fighter.svg","ui_fallback-fighter.svg","Yes","Generated by script if missing."
"UI","fallback-kameo.svg","ui","fallback-kameo.svg","public/assets/ui/fallback-kameo.svg","ui_fallback-kameo.svg","Yes","Generated by script if missing."
"UI","fallback-arena.svg","ui","fallback-arena.svg","public/assets/ui/fallback-arena.svg","ui_fallback-arena.svg","Yes","Generated by script if missing."
