"EntityType","EntityName","Slug","AssetType","RequiredForV1","Status","SizeBytes","RelativePath","IncomingFileName","Notes"
"Fighter","Nitara","nitara","FullBody","Yes","Missing","0","public/assets/fighters/nitara/fullbody.webp","nitara_fullbody.webp","Transparent/cut-out full-body render, recommended 1200x1600 WebP."
"Fighter","Nitara","nitara","Background","Yes","Missing","0","public/assets/fighters/nitara/background.webp","nitara_background.webp","Cinematic card background, recommended 1600x900 WebP."
"Fighter","Nitara","nitara","Model3D","No","Missing","0","public/assets/fighters/nitara/model.glb","nitara_model.glb","Optional GLB model for selected fighter detail screen."
"Skin","Nitara - default","nitara","default","No","Missing","0","public/assets/skins/nitara/default.webp","nitara_skin_default.webp","Optional skin image for future skin selector."
"Skin","Nitara - klassic","nitara","klassic","No","Missing","0","public/assets/skins/nitara/klassic.webp","nitara_skin_klassic.webp","Optional skin image for future skin selector."
"Skin","Nitara - seasonal","nitara","seasonal","No","Missing","0","public/assets/skins/nitara/seasonal.webp","nitara_skin_seasonal.webp","Optional skin image for future skin selector."
"Skin","Nitara - premium","nitara","premium","No","Missing","0","public/assets/skins/nitara/premium.webp","nitara_skin_premium.webp","Optional skin image for future skin selector."
"Fighter","Shang Tsung","shang-tsung","Portrait","Yes","Missing","0","public/assets/fighters/shang-tsung/portrait.webp","shang-tsung_portrait.webp","Square portrait, recommended 768x768 or 1024x1024 WebP."
"Fighter","Shang Tsung","shang-tsung","FullBody","Yes","Missing","0","public/assets/fighters/shang-tsung/fullbody.webp","shang-tsung_fullbody.webp","Transparent/cut-out full-body render, recommended 1200x1600 WebP."
"Fighter","Shang Tsung","shang-tsung","Background","Yes","Missing","0","public/assets/fighters/shang-tsung/background.webp","shang-tsung_background.webp","Cinematic card background, recommended 1600x900 WebP."
"Fighter","Shang Tsung","shang-tsung","Model3D","No","Missing","0","public/assets/fighters/shang-tsung/model.glb","shang-tsung_model.glb","Optional GLB model for selected fighter detail screen."
"Skin","Shang Tsung - default","shang-tsung","default","No","Missing","0","public/assets/skins/shang-tsung/default.webp","shang-tsung_skin_default.webp","Optional skin image for future skin selector."
"Skin","Shang Tsung - klassic","shang-tsung","klassic","No","Missing","0","public/assets/skins/shang-tsung/klassic.webp","shang-tsung_skin_klassic.webp","Optional skin image for future skin selector."
"Skin","Shang Tsung - seasonal","shang-tsung","seasonal","No","Missing","0","public/assets/skins/shang-tsung/seasonal.webp","shang-tsung_skin_seasonal.webp","Optional skin image for future skin selector."
"Skin","Shang Tsung - premium","shang-tsung","premium","No","Missing","0","public/assets/skins/shang-tsung/premium.webp","shang-tsung_skin_premium.webp","Optional skin image for future skin selector."
"Fighter","Quan Chi","quan-chi","Portrait","Yes","Missing","0","public/assets/fighters/quan-chi/portrait.webp","quan-chi_portrait.webp","Square portrait, recommended 768x768 or 1024x1024 WebP."
"Fighter","Quan Chi","quan-chi","FullBody","Yes","Missing","0","public/assets/fighters/quan-chi/fullbody.webp","quan-chi_fullbody.webp","Transparent/cut-out full-body render, recommended 1200x1600 WebP."
"Fighter","Quan Chi","quan-chi","Background","Yes","Missing","0","public/assets/fighters/quan-chi/background.webp","quan-chi_background.webp","Cinematic card background, recommended 1600x900 WebP."
"Fighter","Quan Chi","quan-chi","Model3D","No","Missing","0","public/assets/fighters/quan-chi/model.glb","quan-chi_model.glb","Optional GLB model for selected fighter detail screen."
"Skin","Quan Chi - default","quan-chi","default","No","Missing","0","public/assets/skins/quan-chi/default.webp","quan-chi_skin_default.webp","Optional skin image for future skin selector."
"Skin","Quan Chi - klassic","quan-chi","klassic","No","Missing","0","public/assets/skins/quan-chi/klassic.webp","quan-chi_skin_klassic.webp","Optional skin image for future skin selector."
"Skin","Quan Chi - seasonal","quan-chi","seasonal","No","Missing","0","public/assets/skins/quan-chi/seasonal.webp","quan-chi_skin_seasonal.webp","Optional skin image for future skin selector."
"Skin","Quan Chi - premium","quan-chi","premium","No","Missing","0","public/assets/skins/quan-chi/premium.webp","quan-chi_skin_premium.webp","Optional skin image for future skin selector."
"Fighter","Ermac","ermac","Portrait","Yes","Missing","0","public/assets/fighters/ermac/portrait.webp","ermac_portrait.webp","Square portrait, recommended 768x768 or 1024x1024 WebP."
"Fighter","Ermac","ermac","FullBody","Yes","Missing","0","public/assets/fighters/ermac/fullbody.webp","ermac_fullbody.webp","Transparent/cut-out full-body render, recommended 1200x1600 WebP."
"Fighter","Ermac","ermac","Background","Yes","Missing","0","public/assets/fighters/ermac/background.webp","ermac_background.webp","Cinematic card background, recommended 1600x900 WebP."
"Fighter","Ermac","ermac","Model3D","No","Missing","0","public/assets/fighters/ermac/model.glb","ermac_model.glb","Optional GLB model for selected fighter detail screen."
"Skin","Ermac - default","ermac","default","No","Missing","0","public/assets/skins/ermac/default.webp","ermac_skin_default.webp","Optional skin image for future skin selector."
"Skin","Ermac - klassic","ermac","klassic","No","Missing","0","public/assets/skins/ermac/klassic.webp","ermac_skin_klassic.webp","Optional skin image for future skin selector."
"Skin","Ermac - seasonal","ermac","seasonal","No","Missing","0","public/assets/skins/ermac/seasonal.webp","ermac_skin_seasonal.webp","Optional skin image for future skin selector."
"Skin","Ermac - premium","ermac","premium","No","Missing","0","public/assets/skins/ermac/premium.webp","ermac_skin_premium.webp","Optional skin image for future skin selector."
"Fighter","Takeda Takahashi","takeda-takahashi","Portrait","Yes","Missing","0","public/assets/fighters/takeda-takahashi/portrait.webp","takeda-takahashi_portrait.webp","Square portrait, recommended 768x768 or 1024x1024 WebP."
"Fighter","Takeda Takahashi","takeda-takahashi","FullBody","Yes","Missing","0","public/assets/fighters/takeda-takahashi/fullbody.webp","takeda-takahashi_fullbody.webp","Transparent/cut-out full-body render, recommended 1200x1600 WebP."
"Fighter","Takeda Takahashi","takeda-takahashi","Background","Yes","Missing","0","public/assets/fighters/takeda-takahashi/background.webp","takeda-takahashi_background.webp","Cinematic card background, recommended 1600x900 WebP."
"Fighter","Takeda Takahashi","takeda-takahashi","Model3D","No","Missing","0","public/assets/fighters/takeda-takahashi/model.glb","takeda-takahashi_model.glb","Optional GLB model for selected fighter detail screen."
"Skin","Takeda Takahashi - default","takeda-takahashi","default","No","Missing","0","public/assets/skins/takeda-takahashi/default.webp","takeda-takahashi_skin_default.webp","Optional skin image for future skin selector."
"Skin","Takeda Takahashi - klassic","takeda-takahashi","klassic","No","Missing","0","public/assets/skins/takeda-takahashi/klassic.webp","takeda-takahashi_skin_klassic.webp","Optional skin image for future skin selector."
"Skin","Takeda Takahashi - seasonal","takeda-takahashi","seasonal","No","Missing","0","public/assets/skins/takeda-takahashi/seasonal.webp","takeda-takahashi_skin_seasonal.webp","Optional skin image for future skin selector."
"Skin","Takeda Takahashi - premium","takeda-takahashi","premium","No","Missing","0","public/assets/skins/takeda-takahashi/premium.webp","takeda-takahashi_skin_premium.webp","Optional skin image for future skin selector."
"Fighter","Omni-Man","omni-man","Portrait","Yes","Missing","0","public/assets/fighters/omni-man/portrait.webp","omni-man_portrait.webp","Square portrait, recommended 768x768 or 1024x1024 WebP."
"Fighter","Omni-Man","omni-man","FullBody","Yes","Missing","0","public/assets/fighters/omni-man/fullbody.webp","omni-man_fullbody.webp","Transparent/cut-out full-body render, recommended 1200x1600 WebP."
"Fighter","Omni-Man","omni-man","Background","Yes","Missing","0","public/assets/fighters/omni-man/background.webp","omni-man_background.webp","Cinematic card background, recommended 1600x900 WebP."
"Fighter","Omni-Man","omni-man","Model3D","No","Missing","0","public/assets/fighters/omni-man/model.glb","omni-man_model.glb","Optional GLB model for selected fighter detail screen."
"Skin","Omni-Man - default","omni-man","default","No","Missing","0","public/assets/skins/omni-man/default.webp","omni-man_skin_default.webp","Optional skin image for future skin selector."
"Skin","Omni-Man - klassic","omni-man","klassic","No","Missing","0","public/assets/skins/omni-man/klassic.webp","omni-man_skin_klassic.webp","Optional skin image for future skin selector."
"Skin","Omni-Man - seasonal","omni-man","seasonal","No","Missing","0","public/assets/skins/omni-man/seasonal.webp","omni-man_skin_seasonal.webp","Optional skin image for future skin selector."
"Skin","Omni-Man - premium","omni-man","premium","No","Missing","0","public/assets/skins/omni-man/premium.webp","omni-man_skin_premium.webp","Optional skin image for future skin selector."
"Fighter","Peacemaker","peacemaker","Portrait","Yes","Missing","0","public/assets/fighters/peacemaker/portrait.webp","peacemaker_portrait.webp","Square portrait, recommended 768x768 or 1024x1024 WebP."
"Fighter","Peacemaker","peacemaker","FullBody","Yes","Missing","0","public/assets/fighters/peacemaker/fullbody.webp","peacemaker_fullbody.webp","Transparent/cut-out full-body render, recommended 1200x1600 WebP."
"Fighter","Peacemaker","peacemaker","Background","Yes","Missing","0","public/assets/fighters/peacemaker/background.webp","peacemaker_background.webp","Cinematic card background, recommended 1600x900 WebP."
"Fighter","Peacemaker","peacemaker","Model3D","No","Missing","0","public/assets/fighters/peacemaker/model.glb","peacemaker_model.glb","Optional GLB model for selected fighter detail screen."
"Skin","Peacemaker - default","peacemaker","default","No","Missing","0","public/assets/skins/peacemaker/default.webp","peacemaker_skin_default.webp","Optional skin image for future skin selector."
"Skin","Peacemaker - klassic","peacemaker","klassic","No","Missing","0","public/assets/skins/peacemaker/klassic.webp","peacemaker_skin_klassic.webp","Optional skin image for future skin selector."
"Skin","Peacemaker - seasonal","peacemaker","seasonal","No","Missing","0","public/assets/skins/peacemaker/seasonal.webp","peacemaker_skin_seasonal.webp","Optional skin image for future skin selector."
"Skin","Peacemaker - premium","peacemaker","premium","No","Missing","0","public/assets/skins/peacemaker/premium.webp","peacemaker_skin_premium.webp","Optional skin image for future skin selector."
"Fighter","Homelander","homelander","Portrait","Yes","Missing","0","public/assets/fighters/homelander/portrait.webp","homelander_portrait.webp","Square portrait, recommended 768x768 or 1024x1024 WebP."
"Fighter","Homelander","homelander","FullBody","Yes","Missing","0","public/assets/fighters/homelander/fullbody.webp","homelander_fullbody.webp","Transparent/cut-out full-body render, recommended 1200x1600 WebP."
"Fighter","Homelander","homelander","Background","Yes","Missing","0","public/assets/fighters/homelander/background.webp","homelander_background.webp","Cinematic card background, recommended 1600x900 WebP."
"Fighter","Homelander","homelander","Model3D","No","Missing","0","public/assets/fighters/homelander/model.glb","homelander_model.glb","Optional GLB model for selected fighter detail screen."
"Skin","Homelander - default","homelander","default","No","Missing","0","public/assets/skins/homelander/default.webp","homelander_skin_default.webp","Optional skin image for future skin selector."
"Skin","Homelander - klassic","homelander","klassic","No","Missing","0","public/assets/skins/homelander/klassic.webp","homelander_skin_klassic.webp","Optional skin image for future skin selector."
"Skin","Homelander - seasonal","homelander","seasonal","No","Missing","0","public/assets/skins/homelander/seasonal.webp","homelander_skin_seasonal.webp","Optional skin image for future skin selector."
"Skin","Homelander - premium","homelander","premium","No","Missing","0","public/assets/skins/homelander/premium.webp","homelander_skin_premium.webp","Optional skin image for future skin selector."
"Fighter","Cyrax","cyrax","Portrait","Yes","Missing","0","public/assets/fighters/cyrax/portrait.webp","cyrax_portrait.webp","Square portrait, recommended 768x768 or 1024x1024 WebP."
"Fighter","Cyrax","cyrax","FullBody","Yes","Missing","0","public/assets/fighters/cyrax/fullbody.webp","cyrax_fullbody.webp","Transparent/cut-out full-body render, recommended 1200x1600 WebP."
"Fighter","Cyrax","cyrax","Background","Yes","Missing","0","public/assets/fighters/cyrax/background.webp","cyrax_background.webp","Cinematic card background, recommended 1600x900 WebP."
"Fighter","Cyrax","cyrax","Model3D","No","Missing","0","public/assets/fighters/cyrax/model.glb","cyrax_model.glb","Optional GLB model for selected fighter detail screen."
"Skin","Cyrax - default","cyrax","default","No","Missing","0","public/assets/skins/cyrax/default.webp","cyrax_skin_default.webp","Optional skin image for future skin selector."
"Skin","Cyrax - klassic","cyrax","klassic","No","Missing","0","public/assets/skins/cyrax/klassic.webp","cyrax_skin_klassic.webp","Optional skin image for future skin selector."
"Skin","Cyrax - seasonal","cyrax","seasonal","No","Missing","0","public/assets/skins/cyrax/seasonal.webp","cyrax_skin_seasonal.webp","Optional skin image for future skin selector."
"Skin","Cyrax - premium","cyrax","premium","No","Missing","0","public/assets/skins/cyrax/premium.webp","cyrax_skin_premium.webp","Optional skin image for future skin selector."
"Fighter","Sektor","sektor","Portrait","Yes","Missing","0","public/assets/fighters/sektor/portrait.webp","sektor_portrait.webp","Square portrait, recommended 768x768 or 1024x1024 WebP."
"Fighter","Sektor","sektor","FullBody","Yes","Missing","0","public/assets/fighters/sektor/fullbody.webp","sektor_fullbody.webp","Transparent/cut-out full-body render, recommended 1200x1600 WebP."
"Fighter","Sektor","sektor","Background","Yes","Missing","0","public/assets/fighters/sektor/background.webp","sektor_background.webp","Cinematic card background, recommended 1600x900 WebP."
"Fighter","Sektor","sektor","Model3D","No","Missing","0","public/assets/fighters/sektor/model.glb","sektor_model.glb","Optional GLB model for selected fighter detail screen."
"Skin","Sektor - default","sektor","default","No","Missing","0","public/assets/skins/sektor/default.webp","sektor_skin_default.webp","Optional skin image for future skin selector."
"Skin","Sektor - klassic","sektor","klassic","No","Missing","0","public/assets/skins/sektor/klassic.webp","sektor_skin_klassic.webp","Optional skin image for future skin selector."
"Skin","Sektor - seasonal","sektor","seasonal","No","Missing","0","public/assets/skins/sektor/seasonal.webp","sektor_skin_seasonal.webp","Optional skin image for future skin selector."
"Skin","Sektor - premium","sektor","premium","No","Missing","0","public/assets/skins/sektor/premium.webp","sektor_skin_premium.webp","Optional skin image for future skin selector."
"Fighter","Noob Saibot","noob-saibot","Portrait","Yes","Missing","0","public/assets/fighters/noob-saibot/portrait.webp","noob-saibot_portrait.webp","Square portrait, recommended 768x768 or 1024x1024 WebP."
"Fighter","Noob Saibot","noob-saibot","FullBody","Yes","Missing","0","public/assets/fighters/noob-saibot/fullbody.webp","noob-saibot_fullbody.webp","Transparent/cut-out full-body render, recommended 1200x1600 WebP."
"Fighter","Noob Saibot","noob-saibot","Background","Yes","Missing","0","public/assets/fighters/noob-saibot/background.webp","noob-saibot_background.webp","Cinematic card background, recommended 1600x900 WebP."
"Fighter","Noob Saibot","noob-saibot","Model3D","No","Missing","0","public/assets/fighters/noob-saibot/model.glb","noob-saibot_model.glb","Optional GLB model for selected fighter detail screen."
"Skin","Noob Saibot - default","noob-saibot","default","No","Missing","0","public/assets/skins/noob-saibot/default.webp","noob-saibot_skin_default.webp","Optional skin image for future skin selector."
"Skin","Noob Saibot - klassic","noob-saibot","klassic","No","Missing","0","public/assets/skins/noob-saibot/klassic.webp","noob-saibot_skin_klassic.webp","Optional skin image for future skin selector."
"Skin","Noob Saibot - seasonal","noob-saibot","seasonal","No","Missing","0","public/assets/skins/noob-saibot/seasonal.webp","noob-saibot_skin_seasonal.webp","Optional skin image for future skin selector."
"Skin","Noob Saibot - premium","noob-saibot","premium","No","Missing","0","public/assets/skins/noob-saibot/premium.webp","noob-saibot_skin_premium.webp","Optional skin image for future skin selector."
"Fighter","Ghostface","ghostface","Portrait","Yes","Missing","0","public/assets/fighters/ghostface/portrait.webp","ghostface_portrait.webp","Square portrait, recommended 768x768 or 1024x1024 WebP."
"Fighter","Ghostface","ghostface","FullBody","Yes","Missing","0","public/assets/fighters/ghostface/fullbody.webp","ghostface_fullbody.webp","Transparent/cut-out full-body render, recommended 1200x1600 WebP."
"Fighter","Ghostface","ghostface","Background","Yes","Missing","0","public/assets/fighters/ghostface/background.webp","ghostface_background.webp","Cinematic card background, recommended 1600x900 WebP."
"Fighter","Ghostface","ghostface","Model3D","No","Missing","0","public/assets/fighters/ghostface/model.glb","ghostface_model.glb","Optional GLB model for selected fighter detail screen."
"Skin","Ghostface - default","ghostface","default","No","Missing","0","public/assets/skins/ghostface/default.webp","ghostface_skin_default.webp","Optional skin image for future skin selector."
"Skin","Ghostface - klassic","ghostface","klassic","No","Missing","0","public/assets/skins/ghostface/klassic.webp","ghostface_skin_klassic.webp","Optional skin image for future skin selector."
"Skin","Ghostface - seasonal","ghostface","seasonal","No","Missing","0","public/assets/skins/ghostface/seasonal.webp","ghostface_skin_seasonal.webp","Optional skin image for future skin selector."
"Skin","Ghostface - premium","ghostface","premium","No","Missing","0","public/assets/skins/ghostface/premium.webp","ghostface_skin_premium.webp","Optional skin image for future skin selector."
"Fighter","Conan the Barbarian","conan-the-barbarian","Portrait","Yes","Missing","0","public/assets/fighters/conan-the-barbarian/portrait.webp","conan-the-barbarian_portrait.webp","Square portrait, recommended 768x768 or 1024x1024 WebP."
"Fighter","Conan the Barbarian","conan-the-barbarian","FullBody","Yes","Missing","0","public/assets/fighters/conan-the-barbarian/fullbody.webp","conan-the-barbarian_fullbody.webp","Transparent/cut-out full-body render, recommended 1200x1600 WebP."
"Fighter","Conan the Barbarian","conan-the-barbarian","Background","Yes","Missing","0","public/assets/fighters/conan-the-barbarian/background.webp","conan-the-barbarian_background.webp","Cinematic card background, recommended 1600x900 WebP."
"Fighter","Conan the Barbarian","conan-the-barbarian","Model3D","No","Missing","0","public/assets/fighters/conan-the-barbarian/model.glb","conan-the-barbarian_model.glb","Optional GLB model for selected fighter detail screen."
"Skin","Conan the Barbarian - default","conan-the-barbarian","default","No","Missing","0","public/assets/skins/conan-the-barbarian/default.webp","conan-the-barbarian_skin_default.webp","Optional skin image for future skin selector."
"Skin","Conan the Barbarian - klassic","conan-the-barbarian","klassic","No","Missing","0","public/assets/skins/conan-the-barbarian/klassic.webp","conan-the-barbarian_skin_klassic.webp","Optional skin image for future skin selector."
"Skin","Conan the Barbarian - seasonal","conan-the-barbarian","seasonal","No","Missing","0","public/assets/skins/conan-the-barbarian/seasonal.webp","conan-the-barbarian_skin_seasonal.webp","Optional skin image for future skin selector."
"Skin","Conan the Barbarian - premium","conan-the-barbarian","premium","No","Missing","0","public/assets/skins/conan-the-barbarian/premium.webp","conan-the-barbarian_skin_premium.webp","Optional skin image for future skin selector."
"Fighter","T-1000 Terminator","t-1000-terminator","Portrait","Yes","Missing","0","public/assets/fighters/t-1000-terminator/portrait.webp","t-1000-terminator_portrait.webp","Square portrait, recommended 768x768 or 1024x1024 WebP."
"Fighter","T-1000 Terminator","t-1000-terminator","FullBody","Yes","Missing","0","public/assets/fighters/t-1000-terminator/fullbody.webp","t-1000-terminator_fullbody.webp","Transparent/cut-out full-body render, recommended 1200x1600 WebP."
"Fighter","T-1000 Terminator","t-1000-terminator","Background","Yes","Missing","0","public/assets/fighters/t-1000-terminator/background.webp","t-1000-terminator_background.webp","Cinematic card background, recommended 1600x900 WebP."
"Fighter","T-1000 Terminator","t-1000-terminator","Model3D","No","Missing","0","public/assets/fighters/t-1000-terminator/model.glb","t-1000-terminator_model.glb","Optional GLB model for selected fighter detail screen."
"Skin","T-1000 Terminator - default","t-1000-terminator","default","No","Missing","0","public/assets/skins/t-1000-terminator/default.webp","t-1000-terminator_skin_default.webp","Optional skin image for future skin selector."
"Skin","T-1000 Terminator - klassic","t-1000-terminator","klassic","No","Missing","0","public/assets/skins/t-1000-terminator/klassic.webp","t-1000-terminator_skin_klassic.webp","Optional skin image for future skin selector."
"Skin","T-1000 Terminator - seasonal","t-1000-terminator","seasonal","No","Missing","0","public/assets/skins/t-1000-terminator/seasonal.webp","t-1000-terminator_skin_seasonal.webp","Optional skin image for future skin selector."
"Skin","T-1000 Terminator - premium","t-1000-terminator","premium","No","Missing","0","public/assets/skins/t-1000-terminator/premium.webp","t-1000-terminator_skin_premium.webp","Optional skin image for future skin selector."
"Kameo","Sub-Zero","sub-zero","Portrait","Yes","Missing","0","public/assets/kameos/sub-zero/portrait.webp","kameo_sub-zero_portrait.webp","Kameo portrait, recommended 512x512 WebP."
"Kameo","Shujinko","shujinko","Portrait","Yes","Missing","0","public/assets/kameos/shujinko/portrait.webp","kameo_shujinko_portrait.webp","Kameo portrait, recommended 512x512 WebP."
"Kameo","Scorpion","scorpion","Portrait","Yes","Missing","0","public/assets/kameos/scorpion/portrait.webp","kameo_scorpion_portrait.webp","Kameo portrait, recommended 512x512 WebP."
"Kameo","Motaro","motaro","Portrait","Yes","Missing","0","public/assets/kameos/motaro/portrait.webp","kameo_motaro_portrait.webp","Kameo portrait, recommended 512x512 WebP."
"Kameo","Kung Lao","kung-lao","Portrait","Yes","Missing","0","public/assets/kameos/kung-lao/portrait.webp","kameo_kung-lao_portrait.webp","Kameo portrait, recommended 512x512 WebP."
"Kameo","Cyrax","cyrax","Portrait","Yes","Missing","0","public/assets/kameos/cyrax/portrait.webp","kameo_cyrax_portrait.webp","Kameo portrait, recommended 512x512 WebP."
"Kameo","Frost","frost","Portrait","Yes","Missing","0","public/assets/kameos/frost/portrait.webp","kameo_frost_portrait.webp","Kameo portrait, recommended 512x512 WebP."
"Kameo","Goro","goro","Portrait","Yes","Missing","0","public/assets/kameos/goro/portrait.webp","kameo_goro_portrait.webp","Kameo portrait, recommended 512x512 WebP."
"Kameo","Jax","jax","Portrait","Yes","Missing","0","public/assets/kameos/jax/portrait.webp","kameo_jax_portrait.webp","Kameo portrait, recommended 512x512 WebP."
"Kameo","Kano","kano","Portrait","Yes","Missing","0","public/assets/kameos/kano/portrait.webp","kameo_kano_portrait.webp","Kameo portrait, recommended 512x512 WebP."
"Kameo","Darrius","darrius","Portrait","Yes","Missing","0","public/assets/kameos/darrius/portrait.webp","kameo_darrius_portrait.webp","Kameo portrait, recommended 512x512 WebP."
"Kameo","Sareena","sareena","Portrait","Yes","Missing","0","public/assets/kameos/sareena/portrait.webp","kameo_sareena_portrait.webp","Kameo portrait, recommended 512x512 WebP."
"Kameo","Sektor","sektor","Portrait","Yes","Missing","0","public/assets/kameos/sektor/portrait.webp","kameo_sektor_portrait.webp","Kameo portrait, recommended 512x512 WebP."
"Kameo","Sonya","sonya","Portrait","Yes","Missing","0","public/assets/kameos/sonya/portrait.webp","kameo_sonya_portrait.webp","Kameo portrait, recommended 512x512 WebP."
"Kameo","Stryker","stryker","Portrait","Yes","Missing","0","public/assets/kameos/stryker/portrait.webp","kameo_stryker_portrait.webp","Kameo portrait, recommended 512x512 WebP."
"Kameo","Tremor","tremor","Portrait","Yes","Missing","0","public/assets/kameos/tremor/portrait.webp","kameo_tremor_portrait.webp","Kameo portrait, recommended 512x512 WebP."
"Kameo","Khameleon","khameleon","Portrait","Yes","Missing","0","public/assets/kameos/khameleon/portrait.webp","kameo_khameleon_portrait.webp","Kameo portrait, recommended 512x512 WebP."
"Kameo","Janet Cage","janet-cage","Portrait","Yes","Missing","0","public/assets/kameos/janet-cage/portrait.webp","kameo_janet-cage_portrait.webp","Kameo portrait, recommended 512x512 WebP."
"Kameo","Mavado","mavado","Portrait","Yes","Missing","0","public/assets/kameos/mavado/portrait.webp","kameo_mavado_portrait.webp","Kameo portrait, recommended 512x512 WebP."
"Kameo","Ferra","ferra","Portrait","Yes","Missing","0","public/assets/kameos/ferra/portrait.webp","kameo_ferra_portrait.webp","Kameo portrait, recommended 512x512 WebP."
"Kameo","Madam Bo","madam-bo","Portrait","Yes","Missing","0","public/assets/kameos/madam-bo/portrait.webp","kameo_madam-bo_portrait.webp","Kameo portrait, recommended 512x512 WebP."
"Arena","Fire Temple","fire-temple","Background","No","Missing","0","public/assets/arenas/fire-temple/background.webp","arena_fire-temple_background.webp","Optional arena hero/background, recommended 1600x900 WebP."
"Arena","Fire Temple","fire-temple","Thumbnail","No","Missing","0","public/assets/arenas/fire-temple/thumbnail.webp","arena_fire-temple_thumbnail.webp","Optional arena thumbnail, recommended 600x340 WebP."
"Arena","Wu Shi Academy","wu-shi-academy","Background","No","Missing","0","public/assets/arenas/wu-shi-academy/background.webp","arena_wu-shi-academy_background.webp","Optional arena hero/background, recommended 1600x900 WebP."
"Arena","Wu Shi Academy","wu-shi-academy","Thumbnail","No","Missing","0","public/assets/arenas/wu-shi-academy/thumbnail.webp","arena_wu-shi-academy_thumbnail.webp","Optional arena thumbnail, recommended 600x340 WebP."
"Arena","The Hourglass","the-hourglass","Background","No","Missing","0","public/assets/arenas/the-hourglass/background.webp","arena_the-hourglass_background.webp","Optional arena hero/background, recommended 1600x900 WebP."
"Arena","The Hourglass","the-hourglass","Thumbnail","No","Missing","0","public/assets/arenas/the-hourglass/thumbnail.webp","arena_the-hourglass_thumbnail.webp","Optional arena thumbnail, recommended 600x340 WebP."
"Arena","Outworld Palace","outworld-palace","Background","No","Missing","0","public/assets/arenas/outworld-palace/background.webp","arena_outworld-palace_background.webp","Optional arena hero/background, recommended 1600x900 WebP."
"Arena","Outworld Palace","outworld-palace","Thumbnail","No","Missing","0","public/assets/arenas/outworld-palace/thumbnail.webp","arena_outworld-palace_thumbnail.webp","Optional arena thumbnail, recommended 600x340 WebP."
"Arena","Living Forest","living-forest","Background","No","Missing","0","public/assets/arenas/living-forest/background.webp","arena_living-forest_background.webp","Optional arena hero/background, recommended 1600x900 WebP."
"Arena","Living Forest","living-forest","Thumbnail","No","Missing","0","public/assets/arenas/living-forest/thumbnail.webp","arena_living-forest_thumbnail.webp","Optional arena thumbnail, recommended 600x340 WebP."
"Arena","Tarkatan Colony","tarkatan-colony","Background","No","Missing","0","public/assets/arenas/tarkatan-colony/background.webp","arena_tarkatan-colony_background.webp","Optional arena hero/background, recommended 1600x900 WebP."
"Arena","Tarkatan Colony","tarkatan-colony","Thumbnail","No","Missing","0","public/assets/arenas/tarkatan-colony/thumbnail.webp","arena_tarkatan-colony_thumbnail.webp","Optional arena thumbnail, recommended 600x340 WebP."
"Arena","Shirai Ryu Fire Garden","shirai-ryu-fire-garden","Background","No","Missing","0","public/assets/arenas/shirai-ryu-fire-garden/background.webp","arena_shirai-ryu-fire-garden_background.webp","Optional arena hero/background, recommended 1600x900 WebP."
"Arena","Shirai Ryu Fire Garden","shirai-ryu-fire-garden","Thumbnail","No","Missing","0","public/assets/arenas/shirai-ryu-fire-garden/thumbnail.webp","arena_shirai-ryu-fire-garden_thumbnail.webp","Optional arena thumbnail, recommended 600x340 WebP."
"Arena","Lin Kuei Fortress","lin-kuei-fortress","Background","No","Missing","0","public/assets/arenas/lin-kuei-fortress/background.webp","arena_lin-kuei-fortress_background.webp","Optional arena hero/background, recommended 1600x900 WebP."
"Arena","Lin Kuei Fortress","lin-kuei-fortress","Thumbnail","No","Missing","0","public/assets/arenas/lin-kuei-fortress/thumbnail.webp","arena_lin-kuei-fortress_thumbnail.webp","Optional arena thumbnail, recommended 600x340 WebP."
"Arena","Netherrealm Gate","netherrealm-gate","Background","No","Missing","0","public/assets/arenas/netherrealm-gate/background.webp","arena_netherrealm-gate_background.webp","Optional arena hero/background, recommended 1600x900 WebP."
"Arena","Netherrealm Gate","netherrealm-gate","Thumbnail","No","Missing","0","public/assets/arenas/netherrealm-gate/thumbnail.webp","arena_netherrealm-gate_thumbnail.webp","Optional arena thumbnail, recommended 600x340 WebP."
"Arena","Chaosrealm Rift","chaosrealm-rift","Background","No","Missing","0","public/assets/arenas/chaosrealm-rift/background.webp","arena_chaosrealm-rift_background.webp","Optional arena hero/background, recommended 1600x900 WebP."
"Arena","Chaosrealm Rift","chaosrealm-rift","Thumbnail","No","Missing","0","public/assets/arenas/chaosrealm-rift/thumbnail.webp","arena_chaosrealm-rift_thumbnail.webp","Optional arena thumbnail, recommended 600x340 WebP."
"Arena","Vaeternus Crypt","vaeternus-crypt","Background","No","Missing","0","public/assets/arenas/vaeternus-crypt/background.webp","arena_vaeternus-crypt_background.webp","Optional arena hero/background, recommended 1600x900 WebP."
"Arena","Vaeternus Crypt","vaeternus-crypt","Thumbnail","No","Missing","0","public/assets/arenas/vaeternus-crypt/thumbnail.webp","arena_vaeternus-crypt_thumbnail.webp","Optional arena thumbnail, recommended 600x340 WebP."
"Arena","Zaterran Jungle","zaterran-jungle","Background","No","Missing","0","public/assets/arenas/zaterran-jungle/background.webp","arena_zaterran-jungle_background.webp","Optional arena hero/background, recommended 1600x900 WebP."
