TransactionKey,TransactionId,TransactionTs,DateKey,TimeOfDay,CustomerKey,AccountKey,CardKey,MerchantKey,ChannelKey,CurrencyKey,TransactionType,Amount,CurrencyCode,AmountUsd,Status,FraudScore,IsFraud,MerchantCountry,MerchantLatitude,MerchantLongitude,IsInternational
2541,TXN00002541,2026-06-19T06:17:55Z,20260619,06:17:55,56,114,55,8,7,3,Direct Debit,2138.9,GBP,2716.4,Approved,0.217,0,USA,38.9847,-77.0947,0
2542,TXN00002542,2026-01-01T10:14:41Z,20260101,10:14:41,62,124,60,14,8,1,Purchase,2497.76,USD,2497.76,Approved,0.232,0,UAE,25.2532,55.3657,0
2543,TXN00002543,2026-05-22T00:44:12Z,20260522,00:44:12,6,13,8,19,4,3,Transfer,469.68,GBP,596.49,Approved,0.356,0,Singapore,1.2966,103.7764,0
2544,TXN00002544,2025-07-24T02:24:39Z,20250724,02:24:39,154,296,145,6,3,3,Purchase,100.68,GBP,127.86,Approved,0.292,0,USA,37.7749,-122.4194,1
2545,TXN00002545,2026-05-31T08:28:04Z,20260531,08:28:04,113,217,103,2,8,3,Purchase,282.86,GBP,359.23,Approved,0.23,0,USA,36.3729,-94.2088,1
2546,TXN00002546,2026-04-27T08:30:43Z,20260427,08:30:43,98,189,88,9,3,2,Purchase,2527.75,EUR,2755.25,Approved,0.298,0,UK,51.47,-0.4543,0
2547,TXN00002547,2026-06-19T04:13:15Z,20260619,04:13:15,160,307,154,13,3,7,Purchase,912.93,SGD,675.57,Approved,0.44,0,Germany,50.0379,8.5622,1
2548,TXN00002548,2025-01-01T11:13:46Z,20250101,11:13:46,208,404,210,6,2,2,Withdrawal,300,EUR,327.0,Approved,0.298,0,USA,37.7749,-122.4194,1
2549,TXN00002549,2026-03-23T03:18:57Z,20260323,03:18:57,1,1,1,1,4,2,Transfer,314.33,EUR,342.62,Approved,0.203,0,USA,47.6062,-122.3321,1
2550,TXN00002550,2026-06-20T07:56:51Z,20260620,07:56:51,153,294,144,13,3,3,Purchase,1966.78,GBP,2497.81,Approved,0.314,0,Germany,50.0379,8.5622,0
2551,TXN00002551,2026-06-19T15:10:08Z,20260619,15:10:08,163,315,159,18,8,6,Purchase,3754.34,AED,1013.67,Approved,0.264,0,Singapore,1.3644,103.9915,0
2552,TXN00002552,2026-05-01T05:38:09Z,20260501,05:38:09,113,217,103,20,3,3,Purchase,624.15,GBP,792.67,Approved,0.384,0,Japan,35.6655,139.73,0
2553,TXN00002553,2025-04-14T15:45:33Z,20250414,15:45:33,10,26,14,13,5,7,Transfer,1650.01,SGD,1221.01,Approved,0.29,0,Germany,50.0379,8.5622,0
2554,TXN00002554,2025-06-02T01:47:58Z,20250602,01:47:58,114,219,105,1,7,6,Direct Debit,421.79,AED,113.88,Approved,0.265,0,USA,47.6062,-122.3321,1
2555,TXN00002555,2025-02-16T00:10:53Z,20250216,00:10:53,68,137,66,9,3,3,Purchase,2001.26,GBP,2541.6,Approved,0.354,0,UK,51.47,-0.4543,0
2556,TXN00002556,2025-04-27T21:50:48Z,20250427,21:50:48,70,141,67,1,8,2,Purchase,527.56,EUR,575.04,Approved,0.214,0,USA,47.6062,-122.3321,1
2557,TXN00002557,2025-06-19T21:55:59Z,20250619,21:55:59,130,248,118,8,7,6,Direct Debit,4013.05,AED,1083.52,Approved,0.132,0,USA,38.9847,-77.0947,0
2558,TXN00002558,2026-05-01T21:20:47Z,20260501,21:20:47,203,396,204,22,3,6,Purchase,468.83,AED,126.58,Approved,0.688,0,Nigeria,6.5244,3.3792,1
2559,TXN00002559,2026-06-19T04:08:20Z,20260619,04:08:20,5,12,7,12,6,6,Wire,5860.11,AED,1582.23,Approved,0.21,0,France,48.8566,2.3522,0
2560,TXN00002560,2025-08-13T12:12:22Z,20250813,12:12:22,147,283,139,20,4,7,Transfer,248.19,SGD,183.66,Approved,0.34,0,Japan,35.6655,139.73,0
2561,TXN00002561,2025-09-05T21:54:25Z,20250905,21:54:25,166,321,163,12,3,1,Purchase,583.83,USD,583.83,Approved,0.278,0,France,48.8566,2.3522,0
2562,TXN00002562,2026-03-06T18:42:21Z,20260306,18:42:21,151,289,143,22,4,6,Transfer,446.94,AED,120.67,Approved,0.474,0,Nigeria,6.5244,3.3792,1
2563,TXN00002563,2026-06-18T17:59:56Z,20260618,17:59:56,160,308,155,12,5,2,Transfer,5.78,EUR,6.3,Approved,0.23,0,France,48.8566,2.3522,0
2564,TXN00002564,2025-01-02T07:47:10Z,20250102,07:47:10,113,217,103,20,2,3,Withdrawal,200,GBP,254.0,Approved,0.199,0,Japan,35.6655,139.73,0
2565,TXN00002565,2025-06-17T10:24:47Z,20250617,10:24:47,210,407,212,18,1,3,Purchase,1887.09,GBP,2396.6,Approved,0.229,0,Singapore,1.3644,103.9915,0
2566,TXN00002566,2025-08-27T21:12:12Z,20250827,21:12:12,128,244,116,18,5,7,Transfer,1496.64,SGD,1107.51,Approved,0.177,0,Singapore,1.3644,103.9915,0
2567,TXN00002567,2026-06-18T02:36:32Z,20260618,02:36:32,10,26,14,16,1,7,Purchase,362.7,SGD,268.4,Approved,0.152,0,India,12.9716,77.5946,1
2568,TXN00002568,2026-06-20T08:30:00Z,20260620,08:30:00,36,79,39,3,5,1,Transfer,447.21,USD,447.21,Approved,0.313,0,USA,29.7604,-95.3698,0
2569,TXN00002569,2026-02-02T02:06:34Z,20260202,02:06:34,6,15,9,6,1,1,Purchase,404.59,USD,404.59,Approved,0.296,0,USA,37.7749,-122.4194,1
2570,TXN00002570,2025-03-07T02:24:23Z,20250307,02:24:23,134,255,122,12,8,4,Purchase,417.44,INR,5.01,Approved,0.221,0,France,48.8566,2.3522,0
2571,TXN00002571,2025-07-02T23:03:55Z,20250702,23:03:55,193,376,192,6,5,7,Transfer,227.87,SGD,168.62,Approved,0.192,0,USA,37.7749,-122.4194,1
2572,TXN00002572,2025-11-30T04:06:50Z,20251130,04:06:50,170,331,172,17,1,3,Purchase,187.6,GBP,238.25,Approved,0.113,0,India,19.076,72.8777,0
2573,TXN00002573,2026-05-18T22:28:29Z,20260518,22:28:29,203,396,204,7,2,6,Withdrawal,60,AED,16.2,Approved,0.149,0,USA,37.2266,-121.9747,1
2574,TXN00002574,2025-12-22T00:47:13Z,20251222,00:47:13,220,430,223,25,7,4,Direct Debit,259.47,INR,3.11,Approved,0.479,0,China,22.5431,114.0579,1
2575,TXN00002575,2025-08-27T20:57:13Z,20250827,20:57:13,146,280,137,1,7,2,Direct Debit,545.01,EUR,594.06,Approved,0.14,0,USA,47.6062,-122.3321,1
2576,TXN00002576,2026-06-19T02:39:50Z,20260619,02:39:50,85,166,78,15,6,2,Wire,31698.35,EUR,34551.2,Approved,0.267,0,UAE,25.1972,55.2796,0
2577,TXN00002577,2025-05-14T02:14:00Z,20250514,02:14:00,12,29,15,14,6,1,Wire,18069.63,USD,18069.63,Approved,0.426,0,UAE,25.2532,55.3657,0
2578,TXN00002578,2026-06-19T11:55:09Z,20260619,11:55:09,5,12,7,12,4,6,Transfer,498.09,AED,134.48,Declined,0.13,0,France,48.8566,2.3522,0
2579,TXN00002579,2026-03-25T14:52:02Z,20260325,14:52:02,20,46,25,9,2,6,Withdrawal,500,AED,135.0,Approved,0.258,0,UK,51.47,-0.4543,0
2580,TXN00002580,2025-04-29T13:11:29Z,20250429,13:11:29,66,133,65,17,7,2,Direct Debit,397.86,EUR,433.67,Approved,0.218,0,India,19.076,72.8777,1
2581,TXN00002581,2026-02-09T14:33:51Z,20260209,14:33:51,15,38,20,14,6,3,Wire,8390.39,GBP,10655.8,Approved,0.845,1,UAE,25.2532,55.3657,1
2582,TXN00002582,2026-06-19T15:58:31Z,20260619,15:58:31,178,347,178,5,1,1,Purchase,428.19,USD,428.19,Approved,0.159,0,USA,37.3318,-122.0312,1
2583,TXN00002583,2025-05-29T18:11:30Z,20250529,18:11:30,169,329,170,11,1,1,Purchase,554.11,USD,554.11,Approved,0.123,0,Spain,40.4168,-3.7038,1
2584,TXN00002584,2025-05-12T21:38:43Z,20250512,21:38:43,220,430,223,23,2,4,Withdrawal,300,INR,3.6,Approved,0.488,0,Costa Rica,9.9281,-84.0907,1
2585,TXN00002585,2025-11-11T12:42:34Z,20251111,12:42:34,133,254,121,7,5,4,Transfer,7.18,INR,0.09,Approved,0.114,0,USA,37.2266,-121.9747,0
2586,TXN00002586,2026-03-29T23:00:37Z,20260329,23:00:37,135,257,124,6,8,2,Purchase,56.07,EUR,61.12,Approved,0.179,0,USA,37.7749,-122.4194,1
2587,TXN00002587,2025-04-28T16:37:33Z,20250428,16:37:33,10,25,13,20,6,1,Wire,50182.52,USD,50182.52,Approved,0.339,0,Japan,35.6655,139.73,1
2588,TXN00002588,2025-07-21T04:09:30Z,20250721,04:09:30,163,315,159,11,8,6,Purchase,193.4,AED,52.22,Approved,0.12,0,Spain,40.4168,-3.7038,1
2589,TXN00002589,2025-11-01T10:27:40Z,20251101,10:27:40,15,36,18,3,5,1,Transfer,470.44,USD,470.44,Approved,0.279,0,USA,29.7604,-95.3698,0
2590,TXN00002590,2026-06-20T11:45:46Z,20260620,11:45:46,177,346,177,8,7,3,Direct Debit,1518.14,GBP,1928.04,Declined,0.316,0,USA,38.9847,-77.0947,0
2591,TXN00002591,2025-12-05T09:53:29Z,20251205,09:53:29,107,206,97,17,1,1,Purchase,547.6,USD,547.6,Approved,0.152,0,India,19.076,72.8777,0
2592,TXN00002592,2025-12-12T05:18:56Z,20251212,05:18:56,119,228,109,13,7,2,Direct Debit,4124.38,EUR,4495.57,Approved,0.254,0,Germany,50.0379,8.5622,0
2593,TXN00002593,2026-06-20T02:21:55Z,20260620,02:21:55,180,351,180,15,1,6,Purchase,22.23,AED,6.0,Approved,0.164,0,UAE,25.1972,55.2796,0
2594,TXN00002594,2025-10-15T23:58:34Z,20251015,23:58:34,62,124,60,14,7,1,Direct Debit,1987.03,USD,1987.03,Approved,0.343,0,UAE,25.2532,55.3657,0
2595,TXN00002595,2026-06-19T03:57:39Z,20260619,03:57:39,171,333,173,7,8,1,Purchase,414.69,USD,414.69,Approved,0.066,0,USA,37.2266,-121.9747,0
2596,TXN00002596,2025-09-17T23:33:42Z,20250917,23:33:42,118,227,108,4,2,1,Withdrawal,60,USD,60.0,Approved,0.17,0,USA,47.581,-122.336,1
2597,TXN00002597,2025-06-01T16:58:46Z,20250601,16:58:46,148,285,140,13,8,6,Purchase,3822.81,AED,1032.16,Approved,0.182,0,Germany,50.0379,8.5622,0
2598,TXN00002598,2025-09-22T04:43:47Z,20250922,04:43:47,164,317,160,15,7,6,Direct Debit,283.72,AED,76.6,Approved,0.24,0,UAE,25.1972,55.2796,0
2599,TXN00002599,2026-05-27T04:34:38Z,20260527,04:34:38,42,86,43,3,6,6,Wire,55019.91,AED,14855.38,Approved,0.365,0,USA,29.7604,-95.3698,0
2600,TXN00002600,2026-05-17T06:19:00Z,20260517,06:19:00,88,171,81,13,7,2,Direct Debit,885.92,EUR,965.65,Approved,0.287,0,Germany,50.0379,8.5622,0
2601,TXN00002601,2025-04-30T19:19:29Z,20250430,19:19:29,81,160,74,13,1,1,Purchase,1155.01,USD,1155.01,Approved,0.255,0,Germany,50.0379,8.5622,0
2602,TXN00002602,2026-06-18T15:04:45Z,20260618,15:04:45,147,283,139,25,2,7,Withdrawal,60,SGD,44.4,Approved,0.286,0,China,22.5431,114.0579,1
2603,TXN00002603,2026-06-19T04:29:59Z,20260619,04:29:59,109,209,98,5,5,4,Transfer,512.82,INR,6.15,Approved,0.291,0,USA,37.3318,-122.0312,1
2604,TXN00002604,2026-03-04T17:20:45Z,20260304,17:20:45,120,229,110,17,3,4,Purchase,481.25,INR,5.78,Approved,0.3,0,India,19.076,72.8777,0
2605,TXN00002605,2026-06-18T23:10:03Z,20260618,23:10:03,135,257,124,15,4,2,Transfer,630.59,EUR,687.34,Approved,0.412,0,UAE,25.1972,55.2796,1
2606,TXN00002606,2026-06-18T20:54:04Z,20260618,20:54:04,61,123,59,19,5,1,Transfer,529.37,USD,529.37,Declined,0.256,0,Singapore,1.2966,103.7764,0
2607,TXN00002607,2025-09-05T10:42:32Z,20250905,10:42:32,135,256,123,6,6,7,Wire,12783.35,SGD,9459.68,Approved,0.434,0,USA,37.7749,-122.4194,1
2608,TXN00002608,2025-07-01T17:01:54Z,20250701,17:01:54,139,265,128,16,1,1,Purchase,223.42,USD,223.42,Approved,0.15,0,India,12.9716,77.5946,0
2609,TXN00002609,2026-06-20T02:50:16Z,20260620,02:50:16,198,387,199,22,4,7,Transfer,536.89,SGD,397.3,Approved,0.676,0,Nigeria,6.5244,3.3792,1
2610,TXN00002610,2025-07-05T09:39:03Z,20250705,09:39:03,4,10,6,2,3,7,Purchase,497.09,SGD,367.85,Approved,0.281,0,USA,36.3729,-94.2088,1
2611,TXN00002611,2025-08-03T14:53:40Z,20250803,14:53:40,144,276,134,15,8,3,Purchase,423.41,GBP,537.73,Approved,0.124,0,UAE,25.1972,55.2796,1
2612,TXN00002612,2025-04-11T03:39:45Z,20250411,03:39:45,147,281,138,14,6,1,Wire,38801.46,USD,38801.46,Approved,0.606,0,UAE,25.2532,55.3657,1
2613,TXN00002613,2025-12-19T15:25:25Z,20251219,15:25:25,146,279,136,14,6,2,Wire,18875.67,EUR,20574.48,Approved,0.628,0,UAE,25.2532,55.3657,0
2614,TXN00002614,2025-11-25T00:18:21Z,20251125,00:18:21,193,376,192,7,8,7,Purchase,125.07,SGD,92.55,Approved,0.075,0,USA,37.2266,-121.9747,1
2615,TXN00002615,2026-02-11T20:48:40Z,20260211,20:48:40,80,158,73,18,6,6,Wire,28716.83,AED,7753.54,Approved,0.676,0,Singapore,1.3644,103.9915,1
2616,TXN00002616,2025-07-24T18:13:24Z,20250724,18:13:24,39,83,42,19,5,3,Transfer,546.84,GBP,694.49,Approved,0.257,0,Singapore,1.2966,103.7764,1
2617,TXN00002617,2026-06-19T16:00:19Z,20260619,16:00:19,6,15,9,19,7,1,Direct Debit,137.29,USD,137.29,Approved,0.117,0,Singapore,1.2966,103.7764,0
2618,TXN00002618,2026-06-19T18:09:51Z,20260619,18:09:51,156,299,148,20,2,6,Withdrawal,40,AED,10.8,Approved,0.287,0,Japan,35.6655,139.73,0
2619,TXN00002619,2025-12-08T01:35:05Z,20251208,01:35:05,102,197,92,18,1,4,Purchase,333.53,INR,4.0,Approved,0.256,0,Singapore,1.3644,103.9915,0
2620,TXN00002620,2025-12-30T19:37:00Z,20251230,19:37:00,55,111,53,7,5,1,Transfer,214.65,USD,214.65,Approved,0.176,0,USA,37.2266,-121.9747,0
2621,TXN00002621,2025-06-02T03:03:23Z,20250602,03:03:23,42,86,43,13,2,6,Withdrawal,100,AED,27.0,Approved,0.278,0,Germany,50.0379,8.5622,1
2622,TXN00002622,2025-03-23T22:33:06Z,20250323,22:33:06,169,330,171,16,6,2,Wire,21426.66,EUR,23355.06,Approved,0.375,0,India,12.9716,77.5946,1
2623,TXN00002623,2026-05-29T18:10:24Z,20260529,18:10:24,98,189,88,10,4,2,Transfer,90.57,EUR,98.72,Approved,0.196,0,UK,51.5074,-0.1278,0
2624,TXN00002624,2026-06-18T22:34:33Z,20260618,22:34:33,104,199,94,15,2,1,Withdrawal,60,USD,60.0,Approved,0.248,0,UAE,25.1972,55.2796,0
2625,TXN00002625,2025-09-06T11:07:26Z,20250906,11:07:26,35,76,37,25,8,1,Purchase,346.12,USD,346.12,Approved,0.425,0,China,22.5431,114.0579,1
2626,TXN00002626,2025-08-16T04:38:31Z,20250816,04:38:31,168,325,167,3,2,4,Withdrawal,300,INR,3.6,Approved,0.3,0,USA,29.7604,-95.3698,1
2627,TXN00002627,2026-06-19T08:44:50Z,20260619,08:44:50,138,262,126,1,5,1,Transfer,523.27,USD,523.27,Approved,0.099,0,USA,47.6062,-122.3321,0
2628,TXN00002628,2026-06-18T14:04:33Z,20260618,14:04:33,111,213,99,20,8,6,Purchase,197.92,AED,53.44,Approved,0.072,0,Japan,35.6655,139.73,0
2629,TXN00002629,2025-12-12T13:18:28Z,20251212,13:18:28,45,91,45,10,3,4,Purchase,571.22,INR,6.85,Approved,0.157,0,UK,51.5074,-0.1278,1
2630,TXN00002630,2026-06-19T21:25:00Z,20260619,21:25:00,198,386,198,16,4,1,Transfer,376.01,USD,376.01,Approved,0.188,0,India,12.9716,77.5946,0
2631,TXN00002631,2026-06-18T19:49:42Z,20260618,19:49:42,8,18,10,12,3,7,Purchase,312.91,SGD,231.55,Approved,0.154,0,France,48.8566,2.3522,1
2632,TXN00002632,2025-11-11T05:18:08Z,20251111,05:18:08,208,404,210,12,5,2,Transfer,588.14,EUR,641.07,Approved,0.125,0,France,48.8566,2.3522,0
2633,TXN00002633,2026-06-18T16:43:17Z,20260618,16:43:17,18,43,23,24,4,1,Transfer,4052.2,USD,4052.2,Approved,0.589,0,Switzerland,46.2044,6.1432,1
2634,TXN00002634,2025-09-06T12:40:45Z,20250906,12:40:45,134,255,122,12,4,4,Transfer,450.97,INR,5.41,Approved,0.256,0,France,48.8566,2.3522,0
2635,TXN00002635,2026-01-25T07:25:45Z,20260125,07:25:45,139,263,127,4,5,2,Transfer,500.13,EUR,545.14,Approved,0.076,0,USA,47.581,-122.336,1
2636,TXN00002636,2026-01-11T04:35:20Z,20260111,04:35:20,142,269,129,19,4,4,Transfer,386.47,INR,4.64,Approved,0.167,0,Singapore,1.2966,103.7764,0
2637,TXN00002637,2025-03-07T15:32:03Z,20250307,15:32:03,10,25,13,13,7,1,Direct Debit,3434.47,USD,3434.47,Approved,0.199,0,Germany,50.0379,8.5622,0
2638,TXN00002638,2025-01-09T08:34:32Z,20250109,08:34:32,156,299,148,20,3,6,Purchase,128.16,AED,34.6,Approved,0.254,0,Japan,35.6655,139.73,0
2639,TXN00002639,2026-01-08T19:09:29Z,20260108,19:09:29,20,46,25,10,3,6,Purchase,573.13,AED,154.75,Approved,0.194,0,UK,51.5074,-0.1278,0
2640,TXN00002640,2026-04-25T17:55:51Z,20260425,17:55:51,135,257,124,7,1,2,Purchase,450.24,EUR,490.76,Approved,0.259,0,USA,37.2266,-121.9747,1
2641,TXN00002641,2026-06-18T23:08:29Z,20260618,23:08:29,203,396,204,13,5,6,Transfer,630.3,AED,170.18,Approved,0.321,0,Germany,50.0379,8.5622,0
2642,TXN00002642,2026-06-19T17:52:03Z,20260619,17:52:03,76,153,70,12,6,6,Wire,5981.87,AED,1615.1,Approved,0.293,0,France,48.8566,2.3522,0
2643,TXN00002643,2026-05-04T10:13:01Z,20260504,10:13:01,210,407,212,18,8,3,Purchase,1619.59,GBP,2056.88,Approved,0.279,0,Singapore,1.3644,103.9915,0
2644,TXN00002644,2026-06-19T08:31:27Z,20260619,08:31:27,194,378,194,20,2,3,Withdrawal,500,GBP,635.0,Approved,0.205,0,Japan,35.6655,139.73,0
2645,TXN00002645,2026-04-07T09:40:21Z,20260407,09:40:21,168,325,167,25,6,4,Wire,53495.55,INR,641.95,Declined,0.973,0,China,22.5431,114.0579,1
2646,TXN00002646,2026-06-19T06:57:01Z,20260619,06:57:01,220,430,223,1,1,4,Purchase,227.11,INR,2.73,Approved,0.234,0,USA,47.6062,-122.3321,1
2647,TXN00002647,2025-08-14T05:12:12Z,20250814,05:12:12,113,216,102,8,3,6,Purchase,1057.16,AED,285.43,Approved,0.337,0,USA,38.9847,-77.0947,1
2648,TXN00002648,2026-06-19T12:49:26Z,20260619,12:49:26,144,276,134,2,1,3,Purchase,181.23,GBP,230.16,Approved,0.035,0,USA,36.3729,-94.2088,0
2649,TXN00002649,2026-06-19T20:15:24Z,20260619,20:15:24,84,165,77,13,1,7,Purchase,1537.33,SGD,1137.62,Approved,0.247,0,Germany,50.0379,8.5622,1
2650,TXN00002650,2026-06-18T20:33:14Z,20260618,20:33:14,178,347,178,19,3,1,Purchase,391.46,USD,391.46,Approved,0.197,0,Singapore,1.2966,103.7764,0
2651,TXN00002651,2026-06-18T21:48:00Z,20260618,21:48:00,217,421,218,22,3,6,Purchase,245.5,AED,66.29,Approved,0.74,0,Nigeria,6.5244,3.3792,1
2652,TXN00002652,2026-03-23T01:32:56Z,20260323,01:32:56,56,114,55,7,7,3,Direct Debit,597.89,GBP,759.32,Approved,0.156,0,USA,37.2266,-121.9747,0
2653,TXN00002653,2025-07-20T18:41:15Z,20250720,18:41:15,139,263,127,16,8,2,Purchase,97.91,EUR,106.72,Approved,0.113,0,India,12.9716,77.5946,0
2654,TXN00002654,2026-06-19T18:51:36Z,20260619,18:51:36,115,220,106,5,8,3,Purchase,270.99,GBP,344.16,Approved,0.238,0,USA,37.3318,-122.0312,0
2655,TXN00002655,2025-06-10T23:27:30Z,20250610,23:27:30,183,355,183,8,2,1,Withdrawal,40,USD,40.0,Approved,0.141,0,USA,38.9847,-77.0947,0
2656,TXN00002656,2026-06-19T11:45:28Z,20260619,11:45:28,99,190,89,16,8,3,Purchase,82.7,GBP,105.03,Approved,0.139,0,India,12.9716,77.5946,0
2657,TXN00002657,2026-03-24T08:31:21Z,20260324,08:31:21,193,376,192,12,5,7,Transfer,287.86,SGD,213.02,Approved,0.184,0,France,48.8566,2.3522,1
2658,TXN00002658,2025-08-27T22:22:04Z,20250827,22:22:04,15,36,18,2,7,1,Direct Debit,69.88,USD,69.88,Approved,0.124,0,USA,36.3729,-94.2088,0
2659,TXN00002659,2026-06-19T08:41:23Z,20260619,08:41:23,15,38,20,1,3,3,Purchase,509.62,GBP,647.22,Approved,0.271,0,USA,47.6062,-122.3321,0
2660,TXN00002660,2026-06-19T10:28:04Z,20260619,10:28:04,70,141,67,17,7,2,Direct Debit,630.48,EUR,687.22,Approved,0.134,0,India,19.076,72.8777,1
2661,TXN00002661,2025-12-20T17:00:36Z,20251220,17:00:36,139,265,128,1,2,1,Withdrawal,60,USD,60.0,Approved,0.144,0,USA,47.6062,-122.3321,1
2662,TXN00002662,2026-06-19T13:04:48Z,20260619,13:04:48,77,155,72,10,6,7,Wire,3176.74,SGD,2350.79,Approved,0.115,0,UK,51.5074,-0.1278,0
2663,TXN00002663,2026-06-18T16:14:19Z,20260618,16:14:19,115,220,106,3,3,3,Purchase,621.87,GBP,789.77,Approved,0.381,0,USA,29.7604,-95.3698,0
2664,TXN00002664,2025-11-23T01:43:18Z,20251123,01:43:18,176,344,176,8,2,6,Withdrawal,500,AED,135.0,Approved,0.304,0,USA,38.9847,-77.0947,0
2665,TXN00002665,2025-12-20T11:47:29Z,20251220,11:47:29,146,280,137,11,1,2,Purchase,545.17,EUR,594.24,Approved,0.187,0,Spain,40.4168,-3.7038,1
2666,TXN00002666,2026-01-19T01:34:03Z,20260119,01:34:03,70,141,67,14,2,2,Withdrawal,500,EUR,545.0,Approved,0.394,0,UAE,25.2532,55.3657,1
2667,TXN00002667,2026-04-25T09:56:36Z,20260425,09:56:36,52,104,49,25,5,6,Transfer,503.77,AED,136.02,Approved,0.328,0,China,22.5431,114.0579,1
2668,TXN00002668,2025-12-04T20:39:42Z,20251204,20:39:42,153,294,144,16,4,3,Transfer,529.17,GBP,672.05,Approved,0.151,0,India,12.9716,77.5946,1
2669,TXN00002669,2026-06-19T00:32:13Z,20260619,00:32:13,155,298,147,4,6,3,Wire,19335.53,GBP,24556.12,Approved,0.14,0,USA,47.581,-122.336,1
2670,TXN00002670,2026-06-18T15:21:31Z,20260618,15:21:31,193,376,192,10,7,7,Direct Debit,93.27,SGD,69.02,Approved,0.047,0,UK,51.5074,-0.1278,0
2671,TXN00002671,2025-09-16T18:01:31Z,20250916,18:01:31,215,418,217,3,3,3,Purchase,327.32,GBP,415.7,Approved,0.381,0,USA,29.7604,-95.3698,0
2672,TXN00002672,2026-04-27T14:04:12Z,20260427,14:04:12,167,324,166,17,4,7,Transfer,378.65,SGD,280.2,Approved,0.232,0,India,19.076,72.8777,0
2673,TXN00002673,2026-01-26T11:40:09Z,20260126,11:40:09,62,124,60,23,2,1,Withdrawal,60,USD,60.0,Approved,0.393,0,Costa Rica,9.9281,-84.0907,1
2674,TXN00002674,2025-05-14T23:07:52Z,20250514,23:07:52,161,310,156,18,2,4,Withdrawal,40,INR,0.48,Approved,0.164,0,Singapore,1.3644,103.9915,0
2675,TXN00002675,2026-03-30T03:44:30Z,20260330,03:44:30,28,63,33,16,6,6,Wire,44653.52,AED,12056.45,Approved,0.302,0,India,12.9716,77.5946,0
2676,TXN00002676,2025-04-04T15:48:09Z,20250404,15:48:09,85,166,78,15,2,2,Withdrawal,60,EUR,65.4,Approved,0.234,0,UAE,25.1972,55.2796,0
2677,TXN00002677,2025-12-10T00:42:15Z,20251210,00:42:15,88,171,81,18,3,2,Purchase,992.01,EUR,1081.29,Approved,0.47,0,Singapore,1.3644,103.9915,1
2678,TXN00002678,2025-06-16T23:40:10Z,20250616,23:40:10,183,355,183,2,7,1,Direct Debit,430.07,USD,430.07,Approved,0.039,0,USA,36.3729,-94.2088,0
2679,TXN00002679,2025-08-28T14:54:44Z,20250828,14:54:44,77,154,71,9,8,6,Purchase,1553.44,AED,419.43,Approved,0.213,0,UK,51.47,-0.4543,0
2680,TXN00002680,2026-04-29T04:59:09Z,20260429,04:59:09,213,413,214,12,1,4,Purchase,51.15,INR,0.61,Approved,0.195,0,France,48.8566,2.3522,0
2681,TXN00002681,2026-03-16T15:43:45Z,20260316,15:43:45,24,56,30,20,2,4,Withdrawal,100,INR,1.2,Approved,0.152,0,Japan,35.6655,139.73,0
2682,TXN00002682,2026-06-20T04:29:41Z,20260620,04:29:41,157,302,150,15,1,3,Purchase,238.65,GBP,303.09,Approved,0.153,0,UAE,25.1972,55.2796,1
2683,TXN00002683,2025-06-03T07:34:01Z,20250603,07:34:01,56,114,55,8,3,3,Purchase,4081.36,GBP,5183.33,Approved,0.378,0,USA,38.9847,-77.0947,0
2684,TXN00002684,2025-06-27T09:06:17Z,20250627,09:06:17,2,3,2,14,8,4,Purchase,2722.74,INR,32.67,Approved,0.175,0,UAE,25.2532,55.3657,0
2685,TXN00002685,2026-02-16T16:35:11Z,20260216,16:35:11,18,43,23,13,3,1,Purchase,2121.94,USD,2121.94,Approved,0.516,0,Germany,50.0379,8.5622,1
2686,TXN00002686,2025-08-07T06:06:16Z,20250807,06:06:16,115,220,106,6,3,3,Purchase,592.22,GBP,752.12,Approved,0.326,0,USA,37.7749,-122.4194,0
2687,TXN00002687,2026-06-18T18:24:52Z,20260618,18:24:52,167,324,166,17,8,7,Purchase,264.02,SGD,195.37,Approved,0.212,0,India,19.076,72.8777,0
2688,TXN00002688,2026-06-17T14:18:16Z,20260617,14:18:16,210,408,213,19,4,4,Transfer,10.22,INR,0.12,Approved,0.267,0,Singapore,1.2966,103.7764,0
2689,TXN00002689,2025-07-06T06:58:52Z,20250706,06:58:52,9,21,12,17,8,2,Purchase,505.76,EUR,551.28,Approved,0.146,0,India,19.076,72.8777,1
2690,TXN00002690,2025-07-15T21:39:23Z,20250715,21:39:23,194,377,193,20,3,1,Purchase,372.63,USD,372.63,Approved,0.364,0,Japan,35.6655,139.73,0
2691,TXN00002691,2026-06-19T16:14:36Z,20260619,16:14:36,159,305,153,19,7,6,Direct Debit,353.37,AED,95.41,Approved,0.26,0,Singapore,1.2966,103.7764,0
2692,TXN00002692,2026-06-19T06:09:22Z,20260619,06:09:22,99,190,89,22,8,3,Purchase,561.81,GBP,713.5,Approved,0.407,0,Nigeria,6.5244,3.3792,1
2693,TXN00002693,2025-07-21T18:49:44Z,20250721,18:49:44,133,254,121,2,6,4,Wire,46744.73,INR,560.94,Approved,0.202,0,USA,36.3729,-94.2088,0
2694,TXN00002694,2025-03-20T08:33:22Z,20250320,08:33:22,76,153,70,12,8,6,Purchase,558.98,AED,150.92,Approved,0.207,0,France,48.8566,2.3522,0
