SnapshotKey,CustomerKey,DateKey,SnapshotDate,AccountsHeld,TotalBalanceUsd,MtdTransactions,MtdSpendUsd,CreditScore,RiskBand,ChurnScore
4573,173,20260131,2026-01-31,3,-281446.73,2,233.42,797,Low,0.316
4574,174,20260131,2026-01-31,1,35579.13,0,0.0,614,High,0.127
4575,175,20260131,2026-01-31,2,-62454.48,0,0.0,580,Medium,0.022
4576,176,20260131,2026-01-31,2,-55601.29,3,2833.95,661,Medium,0.331
4577,177,20260131,2026-01-31,2,-268406.91,1,6396.28,814,Low,0.015
4578,178,20260131,2026-01-31,3,-416115.95,1,8729.11,663,High,0.6
4579,179,20260131,2026-01-31,1,40365.39,1,14384.65,799,Low,0.824
4580,180,20260131,2026-01-31,1,-2833.3,1,2486.45,669,Low,0.696
4581,181,20260131,2026-01-31,1,33576.7,1,3138.03,608,High,0.045
4582,182,20260131,2026-01-31,2,-287155.7,2,20305.01,633,Low,0.707
4583,183,20260131,2026-01-31,2,-89523.33,1,10125.7,698,Medium,0.579
4584,184,20260131,2026-01-31,3,255989.01,0,0.0,564,Low,0.943
4585,185,20260131,2026-01-31,2,-8330.14,1,9245.63,737,High,0.404
4586,186,20260131,2026-01-31,2,-192836.63,2,12130.19,757,Medium,0.089
4587,187,20260131,2026-01-31,3,-240914.01,1,2969.81,696,Low,0.463
4588,188,20260131,2026-01-31,2,-50721.66,1,11083.29,762,Low,0.24
4589,189,20260131,2026-01-31,1,-256864.93,0,0.0,555,Medium,0.171
4590,190,20260131,2026-01-31,2,-66794.77,1,10544.4,725,Medium,0.409
4591,191,20260131,2026-01-31,1,-5240.2,2,14011.83,579,Medium,0.566
4592,192,20260131,2026-01-31,2,23566.93,6,18905.38,795,Low,0.491
4593,193,20260131,2026-01-31,2,397767.33,1,8146.12,791,Medium,0.22
4594,194,20260131,2026-01-31,2,22252.25,4,21235.47,717,Low,0.713
4595,195,20260131,2026-01-31,1,-173863.58,0,0.0,725,Low,0.558
4596,196,20260131,2026-01-31,3,431762.04,1,3357.75,779,Medium,0.665
4597,197,20260131,2026-01-31,3,30580.83,3,17756.51,809,Low,0.436
4598,198,20260131,2026-01-31,2,12969.2,3,19616.11,804,High,0.353
4599,199,20260131,2026-01-31,1,-15133.72,2,14682.05,568,Low,0.882
4600,200,20260131,2026-01-31,2,-317187.55,2,62.29,805,Low,0.958
4601,201,20260131,2026-01-31,3,697.23,1,9705.77,813,Medium,0.089
4602,202,20260131,2026-01-31,2,-80932.15,1,6406.09,828,Low,0.033
4603,203,20260131,2026-01-31,2,37063.28,5,13928.71,832,Medium,0.379
4604,204,20260131,2026-01-31,2,-2958.42,5,8731.56,665,Low,0.954
4605,205,20260131,2026-01-31,1,23829.91,2,9935.57,787,Low,0.372
4606,206,20260131,2026-01-31,1,-168986.7,0,0.0,606,Low,0.673
4607,207,20260131,2026-01-31,2,135869.85,2,1534.08,612,Medium,0.101
4608,208,20260131,2026-01-31,2,22843.43,4,5927.35,637,Medium,0.702
4609,209,20260131,2026-01-31,1,-105581.79,0,0.0,798,Medium,0.539
4610,210,20260131,2026-01-31,2,35271.55,3,15352.64,686,Medium,0.548
4611,211,20260131,2026-01-31,1,32501.19,0,0.0,563,Low,0.417
4612,212,20260131,2026-01-31,2,497815.6,0,0.0,821,Medium,0.314
4613,213,20260131,2026-01-31,2,-253441.68,1,76.11,825,Low,0.904
4614,214,20260131,2026-01-31,3,-228265.71,2,11096.7,610,Medium,0.819
4615,215,20260131,2026-01-31,2,35515.4,3,15661.51,703,Medium,0.152
4616,216,20260131,2026-01-31,2,91585.54,0,0.0,783,High,0.876
4617,217,20260131,2026-01-31,4,7985.96,4,16461.67,782,Medium,0.214
4618,218,20260131,2026-01-31,3,100065.76,1,12611.29,734,Low,0.177
4619,219,20260131,2026-01-31,1,-47857.14,0,0.0,700,Medium,0.414
4620,220,20260131,2026-01-31,4,-229666.51,6,21921.56,610,High,0.491
4621,1,20260124,2026-01-24,2,-79152.51,2,7093.46,665,High,0.212
4622,2,20260124,2026-01-24,2,-242935.64,2,153.71,555,Medium,0.105
4623,3,20260124,2026-01-24,3,-280528.5,3,20458.67,754,Low,0.243
4624,4,20260124,2026-01-24,3,22940.96,3,9398.15,619,Low,0.217
4625,5,20260124,2026-01-24,2,-39347.71,2,650.48,562,Medium,0.868
4626,6,20260124,2026-01-24,3,481112.25,4,18617.02,835,High,0.203
4627,7,20260124,2026-01-24,2,-212730.33,0,0.0,734,Low,0.296
4628,8,20260124,2026-01-24,3,18541.47,3,6400.83,627,Medium,0.594
4629,9,20260124,2026-01-24,4,-128452.48,2,7048.91,652,Low,0.58
4630,10,20260124,2026-01-24,3,62403.77,4,12933.64,648,Low,0.892
4631,11,20260124,2026-01-24,1,36883.55,0,0.0,675,Medium,0.163
4632,12,20260124,2026-01-24,2,33848.43,2,5988.48,652,Medium,0.99
4633,13,20260124,2026-01-24,1,-182089.24,0,0.0,756,Medium,0.701
4634,14,20260124,2026-01-24,4,257284.75,3,5204.34,814,Low,0.666
4635,15,20260124,2026-01-24,3,8151.01,5,13040.15,796,High,0.683
4636,16,20260124,2026-01-24,3,439894.72,4,8745.6,731,Low,0.794
4637,17,20260124,2026-01-24,1,-81415.75,0,0.0,662,Low,0.067
4638,18,20260124,2026-01-24,2,38279.51,5,18122.34,605,Low,0.55
4639,19,20260124,2026-01-24,1,-160417.17,0,0.0,699,Low,0.391
4640,20,20260124,2026-01-24,2,20314.32,3,17793.37,572,Low,0.275
4641,21,20260124,2026-01-24,2,-226894.38,0,0.0,657,Low,0.074
4642,22,20260124,2026-01-24,1,29425.3,2,2641.13,607,Medium,0.741
4643,23,20260124,2026-01-24,4,-798553.03,2,3695.99,588,Medium,0.11
4644,24,20260124,2026-01-24,2,24567.97,3,1123.28,571,Low,0.449
4645,25,20260124,2026-01-24,2,364636.64,2,8593.77,682,Medium,0.516
4646,26,20260124,2026-01-24,3,-297430.04,2,1293.51,547,Low,0.99
4647,27,20260124,2026-01-24,1,-273343.1,0,0.0,734,Medium,0.002
4648,28,20260124,2026-01-24,3,67293.48,5,19751.61,619,Medium,0.188
4649,29,20260124,2026-01-24,3,-337193.18,1,1844.62,839,Low,0.548
4650,30,20260124,2026-01-24,1,17785.26,0,0.0,574,Low,0.691
4651,31,20260124,2026-01-24,2,205769.96,0,0.0,581,Medium,0.479
4652,32,20260124,2026-01-24,1,4152.1,0,0.0,662,High,0.234
4653,33,20260124,2026-01-24,2,-511852.38,0,0.0,774,Low,0.743
4654,34,20260124,2026-01-24,1,-13804.39,0,0.0,665,Medium,0.363
4655,35,20260124,2026-01-24,3,-255752.47,4,7160.26,544,High,0.791
4656,36,20260124,2026-01-24,1,43150.85,2,5822.94,823,Low,0.155
4657,37,20260124,2026-01-24,1,-2178.67,1,6802.23,790,Low,0.28
4658,38,20260124,2026-01-24,2,-343647.49,1,5058.15,606,High,0.683
4659,39,20260124,2026-01-24,1,28862.5,1,5343.8,578,Medium,0.86
4660,40,20260124,2026-01-24,1,-178272.62,0,0.0,605,Low,0.044
4661,41,20260124,2026-01-24,1,11871.12,0,0.0,748,Low,0.779
4662,42,20260124,2026-01-24,1,-13597.98,2,5142.05,552,Medium,0.182
4663,43,20260124,2026-01-24,2,-7894.16,3,2901.42,621,Low,0.689
4664,44,20260124,2026-01-24,1,-297677.29,0,0.0,696,Low,0.813
4665,45,20260124,2026-01-24,2,51157.3,2,171.18,682,High,0.331
4666,46,20260124,2026-01-24,4,-99203.92,1,1538.46,631,Low,0.554
4667,47,20260124,2026-01-24,1,-264801.78,0,0.0,801,Low,0.102
4668,48,20260124,2026-01-24,2,119486.58,0,0.0,640,Low,0.361
4669,49,20260124,2026-01-24,1,-634.84,2,102.72,799,Medium,0.367
4670,50,20260124,2026-01-24,3,-11246.6,3,8571.81,629,Medium,0.548
4671,51,20260124,2026-01-24,1,-57200.94,0,0.0,778,Medium,0.465
4672,52,20260124,2026-01-24,1,40661.52,2,2612.35,583,Medium,0.251
4673,53,20260124,2026-01-24,3,-197632.68,1,6330.61,655,Low,0.921
4674,54,20260124,2026-01-24,2,17551.03,3,4504.84,752,High,0.952
4675,55,20260124,2026-01-24,3,-288539.68,3,14257.56,594,High,0.661
4676,56,20260124,2026-01-24,2,-176832.57,2,14811.34,608,Medium,0.694
4677,57,20260124,2026-01-24,2,-242162.32,2,224.19,758,Low,0.78
4678,58,20260124,2026-01-24,2,59452.11,3,6727.54,806,Medium,0.532
4679,59,20260124,2026-01-24,2,157865.39,0,0.0,816,Medium,0.066
4680,60,20260124,2026-01-24,2,90531.0,0,0.0,709,Low,0.613
4681,61,20260124,2026-01-24,1,-2765.47,1,16529.43,834,Low,0.374
4682,62,20260124,2026-01-24,2,-237269.73,3,6477.07,819,Medium,0.838
4683,63,20260124,2026-01-24,2,41177.02,1,10232.0,747,Low,0.762
4684,64,20260124,2026-01-24,1,38420.5,1,24.44,582,Low,0.727
4685,65,20260124,2026-01-24,2,-241669.94,1,11274.85,712,Medium,0.831
4686,66,20260124,2026-01-24,3,-202107.77,3,11558.67,566,High,0.878
4687,67,20260124,2026-01-24,2,23113.58,0,0.0,642,Low,0.717
4688,68,20260124,2026-01-24,2,-143264.29,2,21731.76,671,Medium,0.616
4689,69,20260124,2026-01-24,3,212165.57,0,0.0,595,Medium,0.619
4690,70,20260124,2026-01-24,1,32496.86,2,3516.64,578,Low,0.665
4691,71,20260124,2026-01-24,1,-99992.25,0,0.0,829,Medium,0.865
4692,72,20260124,2026-01-24,2,4043.31,0,0.0,755,Low,0.761
4693,73,20260124,2026-01-24,2,-313658.32,1,11528.6,630,Medium,0.685
4694,74,20260124,2026-01-24,2,-291480.97,0,0.0,677,Low,0.274
4695,75,20260124,2026-01-24,2,-310413.84,2,185.26,712,Low,0.029
4696,76,20260124,2026-01-24,3,-289485.92,1,1895.92,681,Low,0.657
4697,77,20260124,2026-01-24,2,37608.42,3,5705.68,791,Low,0.462
4698,78,20260124,2026-01-24,1,-284522.32,0,0.0,782,High,0.639
4699,79,20260124,2026-01-24,1,-32892.29,0,0.0,668,Low,0.245
4700,80,20260124,2026-01-24,1,3542.42,1,1845.05,638,High,0.239
4701,81,20260124,2026-01-24,2,-308636.77,2,8907.92,639,Low,0.266
4702,82,20260124,2026-01-24,1,39894.42,1,6296.1,823,Medium,0.265
4703,83,20260124,2026-01-24,3,-377966.49,1,1079.98,765,Medium,0.325
4704,84,20260124,2026-01-24,1,18947.23,1,4870.45,617,Low,0.126
4705,85,20260124,2026-01-24,1,-1571.56,1,10248.85,807,Low,0.421
4706,86,20260124,2026-01-24,2,-346467.8,1,5926.04,590,Low,0.99
4707,87,20260124,2026-01-24,2,-110668.94,1,1464.62,578,High,0.18
4708,88,20260124,2026-01-24,2,486753.95,2,6237.76,772,High,0.078
4709,89,20260124,2026-01-24,2,-353392.25,0,0.0,818,Low,0.202
4710,90,20260124,2026-01-24,1,-262529.03,0,0.0,764,High,0.123
4711,91,20260124,2026-01-24,2,16851.08,5,16730.49,581,High,0.618
4712,92,20260124,2026-01-24,2,-567616.26,0,0.0,677,Medium,0.483
4713,93,20260124,2026-01-24,2,-115367.31,1,6331.95,791,Medium,0.962
4714,94,20260124,2026-01-24,2,47558.07,4,3438.52,750,Medium,0.659
4715,95,20260124,2026-01-24,2,-328595.15,0,0.0,669,Medium,0.376
4716,96,20260124,2026-01-24,1,-1508.23,1,43.09,567,Medium,0.196
4717,97,20260124,2026-01-24,1,-349979.94,0,0.0,607,Low,0.939
4718,98,20260124,2026-01-24,2,-329034.02,2,12730.98,699,Low,0.555
4719,99,20260124,2026-01-24,2,-139696.15,2,3682.4,618,Medium,0.452
4720,100,20260124,2026-01-24,3,-220384.97,3,13876.18,773,Medium,0.574
4721,101,20260124,2026-01-24,2,-145505.12,0,0.0,752,Low,0.302
4722,102,20260124,2026-01-24,1,40740.37,1,181.51,616,Low,0.456
4723,103,20260124,2026-01-24,1,-12600.13,2,1027.78,662,Low,0.571
4724,104,20260124,2026-01-24,3,-225593.48,3,14063.13,617,Medium,0.459
4725,105,20260124,2026-01-24,1,-284988.9,0,0.0,809,Medium,0.99
4726,106,20260124,2026-01-24,1,-322834.49,0,0.0,713,Low,0.69
4727,107,20260124,2026-01-24,3,-186496.19,4,13212.76,702,Medium,0.68
4728,108,20260124,2026-01-24,2,-321356.19,0,0.0,656,High,0.846
4729,109,20260124,2026-01-24,1,-2304.51,1,71.67,554,Low,0.047
4730,110,20260124,2026-01-24,2,156276.49,0,0.0,829,Low,0.55
4731,111,20260124,2026-01-24,3,-153059.37,3,11667.24,794,Medium,0.839
4732,112,20260124,2026-01-24,1,-5915.47,2,3002.27,687,Medium,0.685
4733,113,20260124,2026-01-24,2,24716.63,3,5026.39,668,Medium,0.459
4734,114,20260124,2026-01-24,2,38454.7,2,4236.49,834,Low,0.328
4735,115,20260124,2026-01-24,2,53296.05,1,2147.17,794,Low,0.723
4736,116,20260124,2026-01-24,1,22974.72,0,0.0,610,High,0.694
4737,117,20260124,2026-01-24,3,409978.13,0,0.0,607,High,0.095
4738,118,20260124,2026-01-24,2,-1135.76,2,10976.41,811,Low,0.407
4739,119,20260124,2026-01-24,1,27768.59,1,5882.02,598,Low,0.433
4740,120,20260124,2026-01-24,4,-204580.77,6,13773.18,586,Medium,0.794
4741,121,20260124,2026-01-24,2,-81128.84,1,2350.0,839,Low,0.312
4742,122,20260124,2026-01-24,2,265070.79,0,0.0,653,High,0.616
4743,123,20260124,2026-01-24,2,97332.28,0,0.0,695,Low,0.866
4744,124,20260124,2026-01-24,1,293431.19,0,0.0,754,Medium,0.589
4745,125,20260124,2026-01-24,1,7704.7,1,2460.5,556,Medium,0.602
4746,126,20260124,2026-01-24,2,118781.6,0,0.0,818,Low,0.807
4747,127,20260124,2026-01-24,1,-1317.71,1,6030.14,648,Low,0.721
4748,128,20260124,2026-01-24,1,36795.89,1,5057.29,575,Medium,0.824
4749,129,20260124,2026-01-24,3,-152615.42,1,158.74,681,Medium,0.778
4750,130,20260124,2026-01-24,2,44153.23,3,10484.4,547,Medium,0.422
4751,131,20260124,2026-01-24,2,43769.18,1,2120.96,809,Medium,0.132
4752,132,20260124,2026-01-24,1,-94321.02,0,0.0,653,Medium,0.855
4753,133,20260124,2026-01-24,2,263938.05,2,64.96,745,High,0.343
4754,134,20260124,2026-01-24,1,34620.62,1,124.07,573,Medium,0.101
4755,135,20260124,2026-01-24,2,28825.73,4,21022.01,772,High,0.449
4756,136,20260124,2026-01-24,2,83766.28,0,0.0,760,Low,0.41
4757,137,20260124,2026-01-24,1,20137.96,2,64.79,758,Low,0.33
4758,138,20260124,2026-01-24,2,-34311.85,2,15173.58,761,Low,0.093
4759,139,20260124,2026-01-24,3,192985.81,4,20816.08,602,Medium,0.342
4760,140,20260124,2026-01-24,2,-2757.66,0,0.0,720,Low,0.087
4761,141,20260124,2026-01-24,1,-157380.25,0,0.0,728,Low,0.099
4762,142,20260124,2026-01-24,3,-247016.15,2,4164.43,553,Low,0.625
4763,143,20260124,2026-01-24,1,-4434.89,1,11106.39,543,High,0.154
4764,144,20260124,2026-01-24,4,237456.9,6,21459.31,811,Low,0.184
4765,145,20260124,2026-01-24,2,44044.72,3,9415.81,566,Low,0.184
4766,146,20260124,2026-01-24,2,57181.28,2,23595.66,766,Low,0.455
4767,147,20260124,2026-01-24,4,239661.94,3,14011.42,809,Medium,0.695
4768,148,20260124,2026-01-24,1,4197.58,2,3060.0,610,Low,0.822
4769,149,20260124,2026-01-24,1,7417.02,1,10226.71,812,High,0.625
4770,150,20260124,2026-01-24,2,-89551.48,2,5816.07,763,Low,0.015
4771,151,20260124,2026-01-24,3,481334.32,1,1693.46,688,Low,0.113
4772,152,20260124,2026-01-24,1,-157032.85,0,0.0,585,Medium,0.469
4773,153,20260124,2026-01-24,3,76475.47,1,12323.76,653,Medium,0.362
4774,154,20260124,2026-01-24,2,30665.65,3,8532.03,615,Low,0.211
4775,155,20260124,2026-01-24,1,-4113.89,2,6712.95,630,Medium,0.963
4776,156,20260124,2026-01-24,1,-1367.22,2,2345.45,701,Medium,0.13
4777,157,20260124,2026-01-24,3,-253832.47,3,23966.17,799,Low,0.073
4778,158,20260124,2026-01-24,1,2505.14,2,10812.05,799,High,0.345
4779,159,20260124,2026-01-24,3,1813.01,4,13435.71,704,Low,0.524
4780,160,20260124,2026-01-24,3,-317693.17,4,25721.99,798,High,0.667
4781,161,20260124,2026-01-24,1,3008.73,2,46.74,726,Medium,0.4
4782,162,20260124,2026-01-24,4,-507599.65,4,12382.84,573,Medium,0.309
4783,163,20260124,2026-01-24,2,54653.45,1,1792.52,710,Low,0.092
4784,164,20260124,2026-01-24,2,76552.71,2,9920.86,583,Low,0.309
4785,165,20260124,2026-01-24,1,27714.13,1,11677.0,587,Low,0.517
4786,166,20260124,2026-01-24,3,-73154.53,3,9725.52,638,Low,0.198
4787,167,20260124,2026-01-24,2,-25499.34,2,1759.83,559,Low,0.721
4788,168,20260124,2026-01-24,4,26774.6,5,22061.86,764,High,0.051
4789,169,20260124,2026-01-24,2,34128.73,4,18131.01,659,Low,0.557
4790,170,20260124,2026-01-24,1,7467.3,2,9528.92,735,Low,0.488
4791,171,20260124,2026-01-24,2,-96942.96,1,1727.21,730,Low,0.597
4792,172,20260124,2026-01-24,3,379639.39,1,6843.77,615,Medium,0.885
4793,173,20260124,2026-01-24,3,-281446.73,1,211.42,797,Low,0.437
4794,174,20260124,2026-01-24,1,35579.13,0,0.0,614,High,0.148
4795,175,20260124,2026-01-24,2,-62454.48,0,0.0,580,Medium,0.018
4796,176,20260124,2026-01-24,2,-55601.29,2,2044.37,661,Medium,0.25
4797,177,20260124,2026-01-24,2,-268406.91,1,5265.51,814,Low,0.018
4798,178,20260124,2026-01-24,3,-416115.95,2,9457.57,663,High,0.594
4799,179,20260124,2026-01-24,1,40365.39,1,13100.81,799,Low,0.675
4800,180,20260124,2026-01-24,1,-2833.3,1,3127.47,669,Low,0.609
4801,181,20260124,2026-01-24,1,33576.7,2,3218.39,608,High,0.048
4802,182,20260124,2026-01-24,2,-287155.7,1,19088.18,633,Low,0.721
4803,183,20260124,2026-01-24,2,-89523.33,2,10048.19,698,Medium,0.449
4804,184,20260124,2026-01-24,3,255989.01,0,0.0,564,Low,0.699
4805,185,20260124,2026-01-24,2,-8330.14,1,8215.29,737,High,0.38
4806,186,20260124,2026-01-24,2,-192836.63,3,9423.76,757,Medium,0.094
4807,187,20260124,2026-01-24,3,-240914.01,1,4152.49,696,Low,0.38
4808,188,20260124,2026-01-24,2,-50721.66,1,10607.67,762,Low,0.32
4809,189,20260124,2026-01-24,1,-256864.93,0,0.0,555,Medium,0.165
4810,190,20260124,2026-01-24,2,-66794.77,1,10892.63,725,Medium,0.345
4811,191,20260124,2026-01-24,1,-5240.2,2,12797.43,579,Medium,0.514
4812,192,20260124,2026-01-24,2,23566.93,5,12976.15,795,Low,0.589
4813,193,20260124,2026-01-24,2,397767.33,2,7768.79,791,Medium,0.166
4814,194,20260124,2026-01-24,2,22252.25,2,17774.45,717,Low,0.736
4815,195,20260124,2026-01-24,1,-173863.58,0,0.0,725,Low,0.422
4816,196,20260124,2026-01-24,3,431762.04,2,3531.01,779,Medium,0.791
4817,197,20260124,2026-01-24,3,30580.83,4,13596.75,809,Low,0.432
4818,198,20260124,2026-01-24,2,12969.2,4,21896.85,804,High,0.277
4819,199,20260124,2026-01-24,1,-15133.72,2,14837.34,568,Low,0.705
4820,200,20260124,2026-01-24,2,-317187.55,2,46.14,805,Low,0.776
4821,201,20260124,2026-01-24,3,697.23,2,10926.7,813,Medium,0.098
4822,202,20260124,2026-01-24,2,-80932.15,1,8367.91,828,Low,0.042
4823,203,20260124,2026-01-24,2,37063.28,5,20390.33,832,Medium,0.493
4824,204,20260124,2026-01-24,2,-2958.42,4,12189.77,665,Low,0.755
4825,205,20260124,2026-01-24,1,23829.91,1,10350.39,787,Low,0.514
4826,206,20260124,2026-01-24,1,-168986.7,0,0.0,606,Low,0.714
4827,207,20260124,2026-01-24,2,135869.85,1,1330.05,612,Medium,0.113
4828,208,20260124,2026-01-24,2,22843.43,4,8011.44,637,Medium,0.813
4829,209,20260124,2026-01-24,1,-105581.79,0,0.0,798,Medium,0.488
4830,210,20260124,2026-01-24,2,35271.55,4,18766.74,686,Medium,0.616
4831,211,20260124,2026-01-24,1,32501.19,0,0.0,563,Low,0.357
4832,212,20260124,2026-01-24,2,497815.6,0,0.0,821,Medium,0.227
4833,213,20260124,2026-01-24,2,-253441.68,1,63.14,825,Low,0.853
4834,214,20260124,2026-01-24,3,-228265.71,1,15392.56,610,Medium,0.852
4835,215,20260124,2026-01-24,2,35515.4,3,12189.19,703,Medium,0.145
4836,216,20260124,2026-01-24,2,91585.54,0,0.0,783,High,0.917
4837,217,20260124,2026-01-24,4,7985.96,6,13736.94,782,Medium,0.272
4838,218,20260124,2026-01-24,3,100065.76,1,15301.95,734,Low,0.172
4839,219,20260124,2026-01-24,1,-47857.14,0,0.0,700,Medium,0.476
4840,220,20260124,2026-01-24,4,-229666.51,4,31751.35,610,High,0.564
4841,1,20260117,2026-01-17,2,-79152.51,2,10865.86,665,High,0.199
4842,2,20260117,2026-01-17,2,-242935.64,2,159.75,555,Medium,0.103
4843,3,20260117,2026-01-17,3,-280528.5,3,17641.05,754,Low,0.211
4844,4,20260117,2026-01-17,3,22940.96,3,10212.29,619,Low,0.255
4845,5,20260117,2026-01-17,2,-39347.71,1,690.44,562,Medium,0.814
4846,6,20260117,2026-01-17,3,481112.25,3,28014.76,835,High,0.177
4847,7,20260117,2026-01-17,2,-212730.33,0,0.0,734,Low,0.257
4848,8,20260117,2026-01-17,3,18541.47,3,4388.57,627,Medium,0.571
4849,9,20260117,2026-01-17,4,-128452.48,1,8574.9,652,Low,0.629
4850,10,20260117,2026-01-17,3,62403.77,2,13264.03,648,Low,0.99
4851,11,20260117,2026-01-17,1,36883.55,0,0.0,675,Medium,0.115
4852,12,20260117,2026-01-17,2,33848.43,1,5467.22,652,Medium,0.831
4853,13,20260117,2026-01-17,1,-182089.24,0,0.0,756,Medium,0.709
4854,14,20260117,2026-01-17,4,257284.75,2,5220.57,814,Low,0.65
4855,15,20260117,2026-01-17,3,8151.01,6,12288.1,796,High,0.811
4856,16,20260117,2026-01-17,3,439894.72,4,12275.34,731,Low,0.879
4857,17,20260117,2026-01-17,1,-81415.75,0,0.0,662,Low,0.048
4858,18,20260117,2026-01-17,2,38279.51,3,17049.86,605,Low,0.606
4859,19,20260117,2026-01-17,1,-160417.17,0,0.0,699,Low,0.474
4860,20,20260117,2026-01-17,2,20314.32,2,18147.03,572,Low,0.318
4861,21,20260117,2026-01-17,2,-226894.38,0,0.0,657,Low,0.075
4862,22,20260117,2026-01-17,1,29425.3,2,2590.32,607,Medium,0.789
4863,23,20260117,2026-01-17,4,-798553.03,2,3133.18,588,Medium,0.085
4864,24,20260117,2026-01-17,2,24567.97,2,1031.41,571,Low,0.372
4865,25,20260117,2026-01-17,2,364636.64,2,11830.48,682,Medium,0.436
4866,26,20260117,2026-01-17,3,-297430.04,1,1664.56,547,Low,0.904
4867,27,20260117,2026-01-17,1,-273343.1,0,0.0,734,Medium,0.002
4868,28,20260117,2026-01-17,3,67293.48,5,28490.28,619,Medium,0.153
4869,29,20260117,2026-01-17,3,-337193.18,1,2004.52,839,Low,0.488
4870,30,20260117,2026-01-17,1,17785.26,0,0.0,574,Low,0.625
4871,31,20260117,2026-01-17,2,205769.96,0,0.0,581,Medium,0.339
4872,32,20260117,2026-01-17,1,4152.1,0,0.0,662,High,0.288
4873,33,20260117,2026-01-17,2,-511852.38,0,0.0,774,Low,0.722
4874,34,20260117,2026-01-17,1,-13804.39,0,0.0,665,Medium,0.427
4875,35,20260117,2026-01-17,3,-255752.47,4,10761.63,544,High,0.76
4876,36,20260117,2026-01-17,1,43150.85,1,9016.26,823,Low,0.125
4877,37,20260117,2026-01-17,1,-2178.67,2,7523.28,790,Low,0.202
4878,38,20260117,2026-01-17,2,-343647.49,1,3561.69,606,High,0.679
4879,39,20260117,2026-01-17,1,28862.5,1,6011.1,578,Medium,0.983
4880,40,20260117,2026-01-17,1,-178272.62,0,0.0,605,Low,0.044
4881,41,20260117,2026-01-17,1,11871.12,0,0.0,748,Low,0.99
4882,42,20260117,2026-01-17,1,-13597.98,2,5593.52,552,Medium,0.146
4883,43,20260117,2026-01-17,2,-7894.16,2,3143.74,621,Low,0.749
4884,44,20260117,2026-01-17,1,-297677.29,0,0.0,696,Low,0.666
4885,45,20260117,2026-01-17,2,51157.3,2,160.34,682,High,0.311
4886,46,20260117,2026-01-17,4,-99203.92,1,1255.64,631,Low,0.525
4887,47,20260117,2026-01-17,1,-264801.78,0,0.0,801,Low,0.103
4888,48,20260117,2026-01-17,2,119486.58,0,0.0,640,Low,0.37
4889,49,20260117,2026-01-17,1,-634.84,1,127.14,799,Medium,0.357
4890,50,20260117,2026-01-17,3,-11246.6,1,8972.89,629,Medium,0.525
4891,51,20260117,2026-01-17,1,-57200.94,0,0.0,778,Medium,0.376
4892,52,20260117,2026-01-17,1,40661.52,2,2704.59,583,Medium,0.291
4893,53,20260117,2026-01-17,3,-197632.68,1,9560.25,655,Low,0.884
4894,54,20260117,2026-01-17,2,17551.03,3,4732.03,752,High,0.914
4895,55,20260117,2026-01-17,3,-288539.68,3,23066.37,594,High,0.642
4896,56,20260117,2026-01-17,2,-176832.57,2,10381.35,608,Medium,0.771
4897,57,20260117,2026-01-17,2,-242162.32,2,141.02,758,Low,0.965
4898,58,20260117,2026-01-17,2,59452.11,3,4924.82,806,Medium,0.495
4899,59,20260117,2026-01-17,2,157865.39,0,0.0,816,Medium,0.097
4900,60,20260117,2026-01-17,2,90531.0,0,0.0,709,Low,0.625
4901,61,20260117,2026-01-17,1,-2765.47,1,24389.97,834,Low,0.363
4902,62,20260117,2026-01-17,2,-237269.73,1,8983.74,819,Medium,0.735
4903,63,20260117,2026-01-17,2,41177.02,0,9683.94,747,Low,0.677
4904,64,20260117,2026-01-17,1,38420.5,1,15.68,582,Low,0.673
4905,65,20260117,2026-01-17,2,-241669.94,2,7053.7,712,Medium,0.631
4906,66,20260117,2026-01-17,3,-202107.77,3,11259.71,566,High,0.99
4907,67,20260117,2026-01-17,2,23113.58,0,0.0,642,Low,0.809
4908,68,20260117,2026-01-17,2,-143264.29,1,27450.89,671,Medium,0.622
4909,69,20260117,2026-01-17,3,212165.57,0,0.0,595,Medium,0.589
4910,70,20260117,2026-01-17,1,32496.86,1,5547.12,578,Low,0.492
4911,71,20260117,2026-01-17,1,-99992.25,0,0.0,829,Medium,0.673
4912,72,20260117,2026-01-17,2,4043.31,0,0.0,755,Low,0.836
4913,73,20260117,2026-01-17,2,-313658.32,2,10900.0,630,Medium,0.619
4914,74,20260117,2026-01-17,2,-291480.97,0,0.0,677,Low,0.313
4915,75,20260117,2026-01-17,2,-310413.84,2,175.19,712,Low,0.034
4916,76,20260117,2026-01-17,3,-289485.92,1,1937.53,681,Low,0.483
4917,77,20260117,2026-01-17,2,37608.42,2,3909.65,791,Low,0.369
4918,78,20260117,2026-01-17,1,-284522.32,0,0.0,782,High,0.603
4919,79,20260117,2026-01-17,1,-32892.29,0,0.0,668,Low,0.193
4920,80,20260117,2026-01-17,1,3542.42,1,1525.61,638,High,0.239
4921,81,20260117,2026-01-17,2,-308636.77,2,7064.72,639,Low,0.286
4922,82,20260117,2026-01-17,1,39894.42,1,7208.31,823,Medium,0.299
4923,83,20260117,2026-01-17,3,-377966.49,1,809.36,765,Medium,0.402
4924,84,20260117,2026-01-17,1,18947.23,1,8086.16,617,Low,0.174
4925,85,20260117,2026-01-17,1,-1571.56,1,15156.8,807,Low,0.442
