BalanceKey,AccountKey,CustomerKey,DateKey,SnapshotDate,Balance,AvailableBalance,CreditUtilization,CurrencyCode
4947,195,101,20260404,2026-04-04,64172.36,64172.36,0.0,SGD
4948,196,101,20260404,2026-04-04,-261924.42,0,0.0,SGD
4949,197,102,20260404,2026-04-04,36561.35,36561.35,0.0,INR
4950,198,103,20260404,2026-04-04,-10416.37,14583.63,0.417,AED
4951,199,104,20260404,2026-04-04,34409.41,34409.41,0.0,USD
4952,200,104,20260404,2026-04-04,-301321.3,0,0.0,USD
4953,201,104,20260404,2026-04-04,14702.13,14702.13,0.0,SGD
4954,202,105,20260404,2026-04-04,-269854.13,0,0.0,AED
4955,203,106,20260404,2026-04-04,-306841.52,0,0.0,AED
4956,204,107,20260404,2026-04-04,29828.25,29828.25,0.0,EUR
4957,205,107,20260404,2026-04-04,-184952.6,0,0.0,EUR
4958,206,107,20260404,2026-04-04,-19853.56,30146.44,0.397,USD
4959,207,108,20260404,2026-04-04,-365468.1,0,0.0,GBP
4960,208,108,20260404,2026-04-04,19212.79,19212.79,0.0,SGD
4961,209,109,20260404,2026-04-04,-2648.73,7351.27,0.265,INR
4962,210,110,20260404,2026-04-04,425420.27,425420.27,0.0,SGD
4963,211,110,20260404,2026-04-04,-241527.82,0,0.0,AED
4964,212,111,20260404,2026-04-04,-178778.42,0,0.0,USD
4965,213,111,20260404,2026-04-04,7783.7,7783.7,0.0,AED
4966,214,111,20260404,2026-04-04,46028.68,46028.68,0.0,EUR
4967,215,112,20260404,2026-04-04,-7112.0,2888.0,0.711,USD
4968,216,113,20260404,2026-04-04,1836.2,1836.2,0.0,AED
4969,217,113,20260404,2026-04-04,18647.49,18647.49,0.0,GBP
4970,218,114,20260404,2026-04-04,15756.99,15756.99,0.0,USD
4971,219,114,20260404,2026-04-04,17715.52,17715.52,0.0,AED
4972,220,115,20260404,2026-04-04,19048.93,19048.93,0.0,GBP
4973,221,115,20260404,2026-04-04,37197.34,37197.34,0.0,USD
4974,222,116,20260404,2026-04-04,24626.76,24626.76,0.0,EUR
4975,223,117,20260404,2026-04-04,11349.22,11349.22,0.0,USD
4976,224,117,20260404,2026-04-04,-34702.82,0,0.0,USD
4977,225,117,20260404,2026-04-04,494576.64,494576.64,0.0,GBP
4978,226,118,20260404,2026-04-04,-7496.97,7503.03,0.5,SGD
4979,227,118,20260404,2026-04-04,7358.02,7358.02,0.0,USD
4980,228,119,20260404,2026-04-04,27358.88,27358.88,0.0,EUR
4981,229,120,20260404,2026-04-04,27446.21,27446.21,0.0,INR
4982,230,120,20260404,2026-04-04,35613.6,35613.6,0.0,INR
4983,231,120,20260404,2026-04-04,-10803.52,39196.48,0.216,USD
4984,232,120,20260404,2026-04-04,-263937.38,0,0.0,USD
4985,233,121,20260404,2026-04-04,-85655.25,0,0.0,USD
4986,234,121,20260404,2026-04-04,-809.73,1190.27,0.405,USD
4987,235,122,20260404,2026-04-04,276134.36,276134.36,0.0,USD
4988,236,122,20260404,2026-04-04,32396.6,32396.6,0.0,USD
4989,237,123,20260404,2026-04-04,184375.15,184375.15,0.0,USD
4990,238,123,20260404,2026-04-04,-56863.93,0,0.0,SGD
4991,239,124,20260404,2026-04-04,345840.1,345840.1,0.0,USD
4992,240,125,20260404,2026-04-04,6584.14,6584.14,0.0,AED
4993,241,126,20260404,2026-04-04,-18345.99,0,0.0,AED
4994,242,126,20260404,2026-04-04,171149.43,171149.43,0.0,USD
4995,243,127,20260404,2026-04-04,-1568.17,3431.83,0.314,SGD
4996,244,128,20260404,2026-04-04,38828.47,38828.47,0.0,SGD
4997,245,129,20260404,2026-04-04,34695.03,34695.03,0.0,USD
4998,246,129,20260404,2026-04-04,-3904.45,21095.55,0.156,INR
4999,247,129,20260404,2026-04-04,-209443.54,0,0.0,AED
5000,248,130,20260404,2026-04-04,34662.89,34662.89,0.0,AED
5001,249,130,20260404,2026-04-04,3334.49,3334.49,0.0,EUR
5002,250,131,20260404,2026-04-04,-1036.91,8963.09,0.104,AED
5003,251,131,20260404,2026-04-04,50420.76,50420.76,0.0,USD
5004,252,132,20260404,2026-04-04,-87625.57,0,0.0,EUR
5005,253,133,20260404,2026-04-04,248093.99,248093.99,0.0,EUR
5006,254,133,20260404,2026-04-04,6078.61,6078.61,0.0,INR
5007,255,134,20260404,2026-04-04,32379.37,32379.37,0.0,INR
5008,256,135,20260404,2026-04-04,39607.09,39607.09,0.0,SGD
5009,257,135,20260404,2026-04-04,-4303.73,10696.27,0.287,EUR
5010,258,136,20260404,2026-04-04,11076.89,11076.89,0.0,AED
5011,259,136,20260404,2026-04-04,70971.06,70971.06,0.0,EUR
5012,260,137,20260404,2026-04-04,21732.97,21732.97,0.0,INR
5013,261,138,20260404,2026-04-04,-65357.28,0,0.0,INR
5014,262,138,20260404,2026-04-04,34897.68,34897.68,0.0,USD
5015,263,139,20260404,2026-04-04,-941.32,1058.68,0.471,EUR
5016,264,139,20260404,2026-04-04,223100.7,223100.7,0.0,SGD
5017,265,139,20260404,2026-04-04,3268.94,3268.94,0.0,USD
5018,266,140,20260404,2026-04-04,203225.49,203225.49,0.0,INR
5019,267,140,20260404,2026-04-04,-237954.88,0,0.0,GBP
5020,268,141,20260404,2026-04-04,-129983.32,0,0.0,AED
5021,269,142,20260404,2026-04-04,38311.77,38311.77,0.0,INR
5022,270,142,20260404,2026-04-04,2126.66,2126.66,0.0,USD
5023,271,142,20260404,2026-04-04,-259443.61,0,0.0,USD
5024,272,143,20260404,2026-04-04,-4013.73,5986.27,0.401,GBP
5025,273,144,20260404,2026-04-04,28511.26,28511.26,0.0,INR
5026,274,144,20260404,2026-04-04,155271.0,155271.0,0.0,USD
5027,275,144,20260404,2026-04-04,18327.84,18327.84,0.0,SGD
5028,276,144,20260404,2026-04-04,33629.79,33629.79,0.0,GBP
5029,277,145,20260404,2026-04-04,20114.71,20114.71,0.0,USD
5030,278,145,20260404,2026-04-04,32261.58,32261.58,0.0,SGD
5031,279,146,20260404,2026-04-04,30566.96,30566.96,0.0,EUR
5032,280,146,20260404,2026-04-04,17493.83,17493.83,0.0,EUR
5033,281,147,20260404,2026-04-04,-767.46,1232.54,0.384,USD
5034,282,147,20260404,2026-04-04,-22411.03,0,0.0,AED
5035,283,147,20260404,2026-04-04,-2338.81,2661.19,0.468,SGD
5036,284,147,20260404,2026-04-04,272903.75,272903.75,0.0,AED
5037,285,148,20260404,2026-04-04,4993.72,4993.72,0.0,AED
5038,286,149,20260404,2026-04-04,7064.71,7064.71,0.0,SGD
5039,287,150,20260404,2026-04-04,-78789.48,0,0.0,SGD
5040,288,150,20260404,2026-04-04,-649.94,1350.06,0.325,SGD
5041,289,151,20260404,2026-04-04,-28497.16,21502.84,0.57,AED
5042,290,151,20260404,2026-04-04,5787.23,5787.23,0.0,EUR
5043,291,151,20260404,2026-04-04,437503.52,437503.52,0.0,USD
5044,292,152,20260404,2026-04-04,-162203.29,0,0.0,SGD
5045,293,153,20260404,2026-04-04,28031.04,28031.04,0.0,INR
5046,294,153,20260404,2026-04-04,29195.15,29195.15,0.0,GBP
5047,295,153,20260404,2026-04-04,16099.48,16099.48,0.0,AED
5048,296,154,20260404,2026-04-04,48949.11,48949.11,0.0,GBP
5049,297,154,20260404,2026-04-04,-11022.31,13977.69,0.441,INR
5050,298,155,20260404,2026-04-04,-4265.9,20734.1,0.171,GBP
5051,299,156,20260404,2026-04-04,-1230.53,3769.47,0.246,AED
5052,300,157,20260404,2026-04-04,-216875.1,0,0.0,EUR
5053,301,157,20260404,2026-04-04,-7106.75,7893.25,0.474,EUR
5054,302,157,20260404,2026-04-04,22703.57,22703.57,0.0,GBP
5055,303,158,20260404,2026-04-04,2582.09,2582.09,0.0,USD
5056,304,159,20260404,2026-04-04,-6304.68,18695.32,0.252,USD
5057,305,159,20260404,2026-04-04,30175.97,30175.97,0.0,AED
5058,306,159,20260404,2026-04-04,-32888.76,0,0.0,SGD
5059,307,160,20260404,2026-04-04,31882.27,31882.27,0.0,SGD
5060,308,160,20260404,2026-04-04,-7407.12,17592.88,0.296,EUR
5061,309,160,20260404,2026-04-04,-297315.37,0,0.0,INR
5062,310,161,20260404,2026-04-04,2778.87,2778.87,0.0,INR
5063,311,162,20260404,2026-04-04,-196590.99,0,0.0,USD
5064,312,162,20260404,2026-04-04,-230174.59,0,0.0,USD
5065,313,162,20260404,2026-04-04,-1626.5,8373.5,0.163,INR
5066,314,162,20260404,2026-04-04,1153.32,1153.32,0.0,EUR
5067,315,163,20260404,2026-04-04,33271.56,33271.56,0.0,AED
5068,316,163,20260404,2026-04-04,13306.39,13306.39,0.0,SGD
5069,317,164,20260404,2026-04-04,42518.64,42518.64,0.0,AED
5070,318,164,20260404,2026-04-04,42259.34,42259.34,0.0,EUR
5071,319,165,20260404,2026-04-04,33726.88,33726.88,0.0,GBP
5072,320,166,20260404,2026-04-04,-154422.32,0,0.0,AED
5073,321,166,20260404,2026-04-04,31156.22,31156.22,0.0,USD
5074,322,166,20260404,2026-04-04,38806.48,38806.48,0.0,USD
5075,323,167,20260404,2026-04-04,-28560.56,21439.44,0.571,INR
5076,324,167,20260404,2026-04-04,1047.77,1047.77,0.0,SGD
5077,325,168,20260404,2026-04-04,36164.43,36164.43,0.0,INR
5078,326,168,20260404,2026-04-04,37358.08,37358.08,0.0,USD
5079,327,168,20260404,2026-04-04,33529.62,33529.62,0.0,USD
5080,328,168,20260404,2026-04-04,-86021.03,0,0.0,USD
5081,329,169,20260404,2026-04-04,22522.48,22522.48,0.0,USD
5082,330,169,20260404,2026-04-04,9284.59,9284.59,0.0,EUR
5083,331,170,20260404,2026-04-04,7835.32,7835.32,0.0,GBP
5084,332,171,20260404,2026-04-04,-81495.19,0,0.0,GBP
5085,333,171,20260404,2026-04-04,979.22,979.22,0.0,USD
5086,334,172,20260404,2026-04-04,307767.74,307767.74,0.0,SGD
5087,335,172,20260404,2026-04-04,-4230.21,5769.79,0.423,EUR
5088,336,172,20260404,2026-04-04,11353.37,11353.37,0.0,USD
5089,337,173,20260404,2026-04-04,29022.89,29022.89,0.0,INR
5090,338,173,20260404,2026-04-04,24371.95,24371.95,0.0,GBP
5091,339,173,20260404,2026-04-04,-380027.99,0,0.0,GBP
5092,340,174,20260404,2026-04-04,30989.45,30989.45,0.0,USD
5093,341,175,20260404,2026-04-04,-132245.48,0,0.0,EUR
5094,342,175,20260404,2026-04-04,88709.88,88709.88,0.0,GBP
5095,343,176,20260404,2026-04-04,-82825.25,0,0.0,GBP
5096,344,176,20260404,2026-04-04,33428.37,33428.37,0.0,AED
5097,345,177,20260404,2026-04-04,-303633.79,0,0.0,USD
5098,346,177,20260404,2026-04-04,-60.19,1939.81,0.03,GBP
5099,347,178,20260404,2026-04-04,-3357.98,6642.02,0.336,USD
5100,348,178,20260404,2026-04-04,-324386.41,0,0.0,USD
5101,349,178,20260404,2026-04-04,-65124.81,0,0.0,EUR
5102,350,179,20260404,2026-04-04,48752.31,48752.31,0.0,EUR
5103,351,180,20260404,2026-04-04,-2613.73,47386.27,0.052,AED
5104,352,181,20260404,2026-04-04,31612.09,31612.09,0.0,SGD
5105,353,182,20260404,2026-04-04,-296367.36,0,0.0,GBP
5106,354,182,20260404,2026-04-04,13652.88,13652.88,0.0,GBP
5107,355,183,20260404,2026-04-04,-15134.78,34865.22,0.303,USD
5108,356,183,20260404,2026-04-04,-71838.42,0,0.0,INR
5109,357,184,20260404,2026-04-04,188776.85,188776.85,0.0,USD
5110,358,184,20260404,2026-04-04,24720.37,24720.37,0.0,USD
5111,359,184,20260404,2026-04-04,3608.62,3608.62,0.0,AED
5112,360,185,20260404,2026-04-04,720.26,720.26,0.0,SGD
5113,361,185,20260404,2026-04-04,-9443.89,15556.11,0.378,GBP
5114,362,186,20260404,2026-04-04,-288.84,1711.16,0.144,SGD
5115,363,186,20260404,2026-04-04,-227425.74,0,0.0,INR
5116,364,187,20260404,2026-04-04,17974.0,17974.0,0.0,INR
5117,365,187,20260404,2026-04-04,-319643.82,0,0.0,INR
5118,366,187,20260404,2026-04-04,14293.64,14293.64,0.0,SGD
5119,367,188,20260404,2026-04-04,18265.74,18265.74,0.0,GBP
5120,368,188,20260404,2026-04-04,-64910.19,0,0.0,USD
5121,369,189,20260404,2026-04-04,-213618.26,0,0.0,AED
5122,370,190,20260404,2026-04-04,18665.85,18665.85,0.0,USD
5123,371,190,20260404,2026-04-04,-80901.38,0,0.0,EUR
5124,372,191,20260404,2026-04-04,-4397.88,10602.12,0.293,SGD
5125,373,192,20260404,2026-04-04,22782.35,22782.35,0.0,AED
5126,374,192,20260404,2026-04-04,-5626.03,4373.97,0.563,EUR
5127,375,193,20260404,2026-04-04,465994.62,465994.62,0.0,SGD
5128,376,193,20260404,2026-04-04,7197.54,7197.54,0.0,SGD
5129,377,194,20260404,2026-04-04,4279.35,4279.35,0.0,USD
5130,378,194,20260404,2026-04-04,14530.93,14530.93,0.0,GBP
5131,379,195,20260404,2026-04-04,-154548.74,0,0.0,USD
5132,380,196,20260404,2026-04-04,-3784.28,6215.72,0.378,AED
5133,381,196,20260404,2026-04-04,21909.31,21909.31,0.0,SGD
5134,382,196,20260404,2026-04-04,463676.13,463676.13,0.0,AED
5135,383,197,20260404,2026-04-04,18719.75,18719.75,0.0,USD
5136,384,197,20260404,2026-04-04,-3003.94,6996.06,0.3,EUR
5137,385,197,20260404,2026-04-04,13806.68,13806.68,0.0,EUR
5138,386,198,20260404,2026-04-04,15332.36,15332.36,0.0,USD
5139,387,198,20260404,2026-04-04,-1530.26,3469.74,0.306,SGD
5140,388,199,20260404,2026-04-04,-14113.44,35886.56,0.282,GBP
5141,389,200,20260404,2026-04-04,21282.56,21282.56,0.0,INR
5142,390,200,20260404,2026-04-04,-412669.36,0,0.0,INR
5143,391,201,20260404,2026-04-04,-5031.04,9968.96,0.335,EUR
5144,392,201,20260404,2026-04-04,206944.06,206944.06,0.0,AED
5145,393,201,20260404,2026-04-04,-227064.72,0,0.0,GBP
5146,394,202,20260404,2026-04-04,11427.96,11427.96,0.0,SGD
5147,395,202,20260404,2026-04-04,-99745.32,0,0.0,INR
5148,396,203,20260404,2026-04-04,-5833.86,4166.14,0.583,AED
5149,397,203,20260404,2026-04-04,34477.84,34477.84,0.0,EUR
5150,398,204,20260404,2026-04-04,-1360.99,3639.01,0.272,USD
5151,399,204,20260404,2026-04-04,-1740.28,8259.72,0.174,AED
5152,400,205,20260404,2026-04-04,23490.64,23490.64,0.0,EUR
5153,401,206,20260404,2026-04-04,-208213.38,0,0.0,USD
5154,402,207,20260404,2026-04-04,155396.47,155396.47,0.0,USD
5155,403,207,20260404,2026-04-04,-2258.22,12741.78,0.151,AED
5156,404,208,20260404,2026-04-04,-2518.27,2481.73,0.504,EUR
5157,405,208,20260404,2026-04-04,20861.17,20861.17,0.0,AED
5158,406,209,20260404,2026-04-04,-108738.29,0,0.0,EUR
5159,407,210,20260404,2026-04-04,-91.76,9908.24,0.009,GBP
5160,408,210,20260404,2026-04-04,42317.24,42317.24,0.0,INR
5161,409,211,20260404,2026-04-04,36907.5,36907.5,0.0,AED
5162,410,212,20260404,2026-04-04,494162.06,494162.06,0.0,INR
5163,411,212,20260404,2026-04-04,28916.2,28916.2,0.0,GBP
5164,412,213,20260404,2026-04-04,-275446.44,0,0.0,USD
5165,413,213,20260404,2026-04-04,46175.32,46175.32,0.0,INR
5166,414,214,20260404,2026-04-04,-223903.99,0,0.0,USD
5167,415,214,20260404,2026-04-04,10133.61,10133.61,0.0,USD
5168,416,214,20260404,2026-04-04,9326.04,9326.04,0.0,USD
5169,417,215,20260404,2026-04-04,-4577.44,10422.56,0.305,SGD
5170,418,215,20260404,2026-04-04,39065.79,39065.79,0.0,GBP
5171,419,216,20260404,2026-04-04,-298484.66,0,0.0,USD
5172,420,216,20260404,2026-04-04,500533.75,500533.75,0.0,EUR
5173,421,217,20260404,2026-04-04,36368.94,36368.94,0.0,AED
5174,422,217,20260404,2026-04-04,-49365.85,0,0.0,EUR
5175,423,217,20260404,2026-04-04,-2535.61,12464.39,0.169,INR
5176,424,217,20260404,2026-04-04,21885.24,21885.24,0.0,USD
5177,425,218,20260404,2026-04-04,-3995.2,6004.8,0.4,GBP
5178,426,218,20260404,2026-04-04,222277.95,222277.95,0.0,EUR
5179,427,218,20260404,2026-04-04,-105888.88,0,0.0,USD
5180,428,219,20260404,2026-04-04,-40966.05,0,0.0,AED
5181,429,220,20260404,2026-04-04,-1009.46,990.54,0.505,GBP
5182,430,220,20260404,2026-04-04,20775.57,20775.57,0.0,INR
5183,431,220,20260404,2026-04-04,37580.42,37580.42,0.0,USD
5184,432,220,20260404,2026-04-04,-289420.97,0,0.0,SGD
5185,1,1,20260328,2026-03-28,36483.15,36483.15,0.0,EUR
5186,2,1,20260328,2026-03-28,-130021.81,0,0.0,AED
5187,3,2,20260328,2026-03-28,-4527.7,5472.3,0.453,INR
5188,4,2,20260328,2026-03-28,-224137.99,0,0.0,EUR
5189,5,3,20260328,2026-03-28,-25719.27,24280.73,0.514,EUR
5190,6,3,20260328,2026-03-28,-261166.07,0,0.0,AED
5191,7,3,20260328,2026-03-28,2870.71,2870.71,0.0,GBP
5192,8,4,20260328,2026-03-28,16784.99,16784.99,0.0,USD
5193,9,4,20260328,2026-03-28,-197.0,49803.0,0.004,EUR
5194,10,4,20260328,2026-03-28,5775.6,5775.6,0.0,SGD
5195,11,5,20260328,2026-03-28,-42237.75,0,0.0,AED
5196,12,5,20260328,2026-03-28,-788.37,1211.63,0.394,AED
5197,13,6,20260328,2026-03-28,-606.35,49393.65,0.012,GBP
5198,14,6,20260328,2026-03-28,409715.02,409715.02,0.0,USD
5199,15,6,20260328,2026-03-28,42925.79,42925.79,0.0,USD
5200,16,7,20260328,2026-03-28,-207453.41,0,0.0,EUR
5201,17,7,20260328,2026-03-28,37387.72,37387.72,0.0,USD
5202,18,8,20260328,2026-03-28,3643.61,3643.61,0.0,SGD
5203,19,8,20260328,2026-03-28,-33.95,1966.05,0.017,SGD
5204,20,8,20260328,2026-03-28,16934.9,16934.9,0.0,USD
5205,21,9,20260328,2026-03-28,-4493.22,5506.78,0.449,EUR
5206,22,9,20260328,2026-03-28,4318.51,4318.51,0.0,INR
5207,23,9,20260328,2026-03-28,-156639.81,0,0.0,USD
5208,24,9,20260328,2026-03-28,16474.32,16474.32,0.0,USD
5209,25,10,20260328,2026-03-28,48945.76,48945.76,0.0,USD
5210,26,10,20260328,2026-03-28,40110.18,40110.18,0.0,SGD
5211,27,10,20260328,2026-03-28,-19515.8,0,0.0,SGD
5212,28,11,20260328,2026-03-28,42939.87,42939.87,0.0,SGD
5213,29,12,20260328,2026-03-28,5690.88,5690.88,0.0,USD
5214,30,12,20260328,2026-03-28,26774.41,26774.41,0.0,USD
5215,31,13,20260328,2026-03-28,-222802.49,0,0.0,EUR
5216,32,14,20260328,2026-03-28,-598.01,1401.99,0.299,AED
5217,33,14,20260328,2026-03-28,11986.08,11986.08,0.0,USD
5218,34,14,20260328,2026-03-28,244618.39,244618.39,0.0,AED
5219,35,14,20260328,2026-03-28,35768.06,35768.06,0.0,AED
5220,36,15,20260328,2026-03-28,-2477.0,12523.0,0.165,USD
5221,37,15,20260328,2026-03-28,14352.45,14352.45,0.0,INR
5222,38,15,20260328,2026-03-28,-7075.36,17924.64,0.283,GBP
5223,39,16,20260328,2026-03-28,-24670.34,25329.66,0.493,EUR
5224,40,16,20260328,2026-03-28,407508.99,407508.99,0.0,USD
5225,41,16,20260328,2026-03-28,53249.34,53249.34,0.0,INR
5226,42,17,20260328,2026-03-28,-65900.79,0,0.0,SGD
5227,43,18,20260328,2026-03-28,44919.96,44919.96,0.0,USD
5228,44,18,20260328,2026-03-28,-54.16,1945.84,0.027,GBP
5229,45,19,20260328,2026-03-28,-179498.36,0,0.0,INR
5230,46,20,20260328,2026-03-28,-26.17,1973.83,0.013,AED
5231,47,20,20260328,2026-03-28,20387.4,20387.4,0.0,USD
5232,48,21,20260328,2026-03-28,6646.56,6646.56,0.0,USD
5233,49,21,20260328,2026-03-28,-196748.19,0,0.0,GBP
5234,50,22,20260328,2026-03-28,24931.62,24931.62,0.0,AED
5235,51,23,20260328,2026-03-28,15451.43,15451.43,0.0,AED
5236,52,23,20260328,2026-03-28,-321564.27,0,0.0,USD
5237,53,23,20260328,2026-03-28,-195688.77,0,0.0,USD
5238,54,23,20260328,2026-03-28,-265202.15,0,0.0,GBP
5239,55,24,20260328,2026-03-28,-5825.88,9174.12,0.388,AED
5240,56,24,20260328,2026-03-28,37454.21,37454.21,0.0,INR
5241,57,25,20260328,2026-03-28,-932.84,9067.16,0.093,USD
5242,58,25,20260328,2026-03-28,436281.97,436281.97,0.0,USD
5243,59,26,20260328,2026-03-28,-387480.7,0,0.0,INR
5244,60,26,20260328,2026-03-28,28880.07,28880.07,0.0,AED
5245,61,26,20260328,2026-03-28,-658.8,4341.2,0.132,AED
5246,62,27,20260328,2026-03-28,-276804.11,0,0.0,SGD
5247,63,28,20260328,2026-03-28,38949.98,38949.98,0.0,AED
5248,64,28,20260328,2026-03-28,36549.88,36549.88,0.0,INR
5249,65,28,20260328,2026-03-28,-1953.63,3046.37,0.391,EUR
5250,66,29,20260328,2026-03-28,-227882.57,0,0.0,INR
5251,67,29,20260328,2026-03-28,-1721.55,3278.45,0.344,AED
5252,68,29,20260328,2026-03-28,-120209.53,0,0.0,GBP
5253,69,30,20260328,2026-03-28,16241.79,16241.79,0.0,SGD
5254,70,31,20260328,2026-03-28,-65004.63,0,0.0,USD
5255,71,31,20260328,2026-03-28,261379.48,261379.48,0.0,SGD
5256,72,32,20260328,2026-03-28,4897.7,4897.7,0.0,INR
5257,73,33,20260328,2026-03-28,-174679.89,0,0.0,USD
5258,74,33,20260328,2026-03-28,-370442.17,0,0.0,AED
5259,75,34,20260328,2026-03-28,-11884.61,0,0.0,AED
5260,76,35,20260328,2026-03-28,9660.03,9660.03,0.0,USD
5261,77,35,20260328,2026-03-28,-6478.94,18521.06,0.259,AED
5262,78,35,20260328,2026-03-28,-269226.25,0,0.0,GBP
5263,79,36,20260328,2026-03-28,46077.62,46077.62,0.0,USD
5264,80,37,20260328,2026-03-28,-1960.02,13039.98,0.131,USD
5265,81,38,20260328,2026-03-28,-5576.87,4423.13,0.558,GBP
5266,82,38,20260328,2026-03-28,-367797.6,0,0.0,EUR
5267,83,39,20260328,2026-03-28,25133.28,25133.28,0.0,GBP
5268,84,40,20260328,2026-03-28,-156737.91,0,0.0,EUR
5269,85,41,20260328,2026-03-28,11524.87,11524.87,0.0,AED
5270,86,42,20260328,2026-03-28,-16835.21,8164.79,0.673,AED
5271,87,43,20260328,2026-03-28,14910.43,14910.43,0.0,INR
5272,88,43,20260328,2026-03-28,-20420.39,29579.61,0.408,AED
5273,89,44,20260328,2026-03-28,-313987.87,0,0.0,GBP
5274,90,45,20260328,2026-03-28,15381.74,15381.74,0.0,GBP
5275,91,45,20260328,2026-03-28,24671.6,24671.6,0.0,INR
5276,92,46,20260328,2026-03-28,49483.17,49483.17,0.0,AED
5277,93,46,20260328,2026-03-28,-407290.61,0,0.0,GBP
5278,94,46,20260328,2026-03-28,267927.32,267927.32,0.0,USD
5279,95,46,20260328,2026-03-28,-189885.51,0,0.0,USD
5280,96,47,20260328,2026-03-28,-277353.16,0,0.0,AED
5281,97,48,20260328,2026-03-28,374731.25,374731.25,0.0,USD
5282,98,48,20260328,2026-03-28,-195029.56,0,0.0,USD
5283,99,49,20260328,2026-03-28,-697.11,1302.89,0.349,INR
5284,100,50,20260328,2026-03-28,-24461.74,0,0.0,USD
5285,101,50,20260328,2026-03-28,14673.4,14673.4,0.0,EUR
5286,102,50,20260328,2026-03-28,5065.57,5065.57,0.0,GBP
5287,103,51,20260328,2026-03-28,-49559.19,0,0.0,AED
5288,104,52,20260328,2026-03-28,35581.46,35581.46,0.0,AED
5289,105,53,20260328,2026-03-28,44715.09,44715.09,0.0,USD
5290,106,53,20260328,2026-03-28,-14237.96,0,0.0,USD
5291,107,53,20260328,2026-03-28,-176710.28,0,0.0,GBP
5292,108,54,20260328,2026-03-28,4237.18,4237.18,0.0,USD
5293,109,54,20260328,2026-03-28,14542.2,14542.2,0.0,AED
5294,110,55,20260328,2026-03-28,-334831.43,0,0.0,EUR
5295,111,55,20260328,2026-03-28,-634.19,1365.81,0.317,USD
5296,112,55,20260328,2026-03-28,21582.65,21582.65,0.0,USD
5297,113,56,20260328,2026-03-28,-208088.81,0,0.0,USD
5298,114,56,20260328,2026-03-28,11568.72,11568.72,0.0,GBP
5299,115,57,20260328,2026-03-28,-217823.76,0,0.0,USD
5300,116,57,20260328,2026-03-28,45065.87,45065.87,0.0,INR
5301,117,58,20260328,2026-03-28,25870.86,25870.86,0.0,SGD
5302,118,58,20260328,2026-03-28,42307.9,42307.9,0.0,SGD
5303,119,59,20260328,2026-03-28,211420.6,211420.6,0.0,EUR
5304,120,59,20260328,2026-03-28,-28159.26,0,0.0,EUR
5305,121,60,20260328,2026-03-28,-35446.21,0,0.0,AED
5306,122,60,20260328,2026-03-28,142670.13,142670.13,0.0,INR
5307,123,61,20260328,2026-03-28,-3396.75,6603.25,0.34,USD
5308,124,62,20260328,2026-03-28,28623.48,28623.48,0.0,USD
5309,125,62,20260328,2026-03-28,-246323.34,0,0.0,GBP
5310,126,63,20260328,2026-03-28,-718.52,14281.48,0.048,GBP
5311,127,63,20260328,2026-03-28,33549.95,33549.95,0.0,GBP
5312,128,64,20260328,2026-03-28,44800.93,44800.93,0.0,INR
5313,129,65,20260328,2026-03-28,26247.95,26247.95,0.0,GBP
5314,130,65,20260328,2026-03-28,-290471.49,0,0.0,INR
5315,131,66,20260328,2026-03-28,-1810.59,3189.41,0.362,EUR
5316,132,66,20260328,2026-03-28,-253574.39,0,0.0,USD
5317,133,66,20260328,2026-03-28,16971.42,16971.42,0.0,EUR
5318,134,67,20260328,2026-03-28,-10027.74,0,0.0,USD
5319,135,67,20260328,2026-03-28,41015.25,41015.25,0.0,INR
5320,136,68,20260328,2026-03-28,-114853.18,0,0.0,GBP
5321,137,68,20260328,2026-03-28,5718.27,5718.27,0.0,GBP
5322,138,69,20260328,2026-03-28,18937.04,18937.04,0.0,SGD
5323,139,69,20260328,2026-03-28,-257812.91,0,0.0,USD
5324,140,69,20260328,2026-03-28,492444.01,492444.01,0.0,AED
5325,141,70,20260328,2026-03-28,32047.96,32047.96,0.0,EUR
5326,142,71,20260328,2026-03-28,-95630.34,0,0.0,EUR
5327,143,72,20260328,2026-03-28,-27531.03,0,0.0,USD
5328,144,72,20260328,2026-03-28,35571.78,35571.78,0.0,USD
5329,145,73,20260328,2026-03-28,-296299.95,0,0.0,USD
5330,146,73,20260328,2026-03-28,8729.52,8729.52,0.0,SGD
5331,147,74,20260328,2026-03-28,-159492.57,0,0.0,USD
5332,148,74,20260328,2026-03-28,-186594.29,0,0.0,AED
5333,149,75,20260328,2026-03-28,-284992.88,0,0.0,GBP
5334,150,75,20260328,2026-03-28,25898.42,25898.42,0.0,INR
5335,151,76,20260328,2026-03-28,-34460.37,0,0.0,SGD
5336,152,76,20260328,2026-03-28,-234474.35,0,0.0,USD
5337,153,76,20260328,2026-03-28,11601.6,11601.6,0.0,AED
5338,154,77,20260328,2026-03-28,24509.58,24509.58,0.0,AED
5339,155,77,20260328,2026-03-28,16681.2,16681.2,0.0,SGD
5340,156,78,20260328,2026-03-28,-320381.86,0,0.0,EUR
5341,157,79,20260328,2026-03-28,-29380.19,0,0.0,INR
5342,158,80,20260328,2026-03-28,3638.24,3638.24,0.0,AED
5343,159,81,20260328,2026-03-28,-423782.73,0,0.0,GBP
5344,160,81,20260328,2026-03-28,30980.93,30980.93,0.0,USD
