SnapshotKey,BranchKey,DateKey,SnapshotDate,TransactionVolume,TransactionValueUsd,NewAccountsOpened,FraudCasesCaught,CustomerSatScore
462,12,20260526,2026-05-26,213,42424.42,2,3,3.9
463,13,20260526,2026-05-26,204,91319.47,1,3,4.7
464,14,20260526,2026-05-26,201,42026.51,5,2,4.3
465,15,20260526,2026-05-26,111,45821.25,0,0,4.6
466,16,20260526,2026-05-26,90,31675.39,0,0,4.3
467,17,20260526,2026-05-26,92,17245.69,0,2,4.2
468,18,20260526,2026-05-26,66,16751.66,0,3,4.8
469,1,20260525,2026-05-25,185,46647.1,3,0,4.5
470,2,20260525,2026-05-25,170,78722.62,0,3,4.1
471,3,20260525,2026-05-25,170,63140.01,3,3,4.3
472,4,20260525,2026-05-25,206,78312.83,3,3,4.1
473,5,20260525,2026-05-25,185,29279.08,5,0,4.6
474,6,20260525,2026-05-25,178,55388.23,6,1,3.9
475,7,20260525,2026-05-25,243,73631.8,5,0,4.5
476,8,20260525,2026-05-25,251,105754.34,4,2,4.3
477,9,20260525,2026-05-25,226,82970.18,2,3,3.8
478,10,20260525,2026-05-25,282,60371.41,3,3,4.5
479,11,20260525,2026-05-25,185,44556.48,1,0,4.3
480,12,20260525,2026-05-25,179,25155.35,0,0,4.3
481,13,20260525,2026-05-25,253,117075.49,6,3,3.8
482,14,20260525,2026-05-25,281,66413.09,0,1,4.0
483,15,20260525,2026-05-25,116,14809.97,1,2,4.7
484,16,20260525,2026-05-25,108,13924.62,1,0,3.9
485,17,20260525,2026-05-25,68,9993.86,0,1,4.4
486,18,20260525,2026-05-25,79,35467.78,1,3,4.3
487,1,20260524,2026-05-24,129,43120.96,6,1,4.9
488,2,20260524,2026-05-24,104,48045.95,4,0,4.5
489,3,20260524,2026-05-24,105,31985.65,5,1,4.8
490,4,20260524,2026-05-24,151,55080.25,0,2,4.5
491,5,20260524,2026-05-24,129,17826.39,1,1,4.3
492,6,20260524,2026-05-24,126,25454.33,5,1,4.5
493,7,20260524,2026-05-24,164,39604.43,1,2,4.4
494,8,20260524,2026-05-24,127,18842.21,1,0,4.2
495,9,20260524,2026-05-24,105,36338.85,2,0,4.7
496,10,20260524,2026-05-24,163,36555.47,2,0,3.8
497,11,20260524,2026-05-24,112,26874.74,2,1,4.1
498,12,20260524,2026-05-24,160,31523.43,2,1,4.3
499,13,20260524,2026-05-24,123,54256.18,2,2,3.9
500,14,20260524,2026-05-24,93,40684.74,5,3,4.0
501,15,20260524,2026-05-24,62,29298.86,1,1,4.2
502,16,20260524,2026-05-24,50,11262.08,1,3,4.2
503,17,20260524,2026-05-24,39,11563.26,0,3,4.1
504,18,20260524,2026-05-24,56,10754.98,0,1,3.8
505,1,20260523,2026-05-23,153,30315.63,1,2,4.8
506,2,20260523,2026-05-23,153,33648.21,6,3,4.2
507,3,20260523,2026-05-23,144,45564.22,1,0,4.5
508,4,20260523,2026-05-23,140,61817.46,2,2,4.6
509,5,20260523,2026-05-23,92,34035.64,3,2,3.9
510,6,20260523,2026-05-23,165,78164.54,2,3,3.9
511,7,20260523,2026-05-23,164,54611.87,4,3,4.1
512,8,20260523,2026-05-23,94,18573.98,5,1,4.8
513,9,20260523,2026-05-23,133,38333.96,0,1,4.6
514,10,20260523,2026-05-23,121,55156.09,1,3,4.8
515,11,20260523,2026-05-23,114,21822.46,5,1,4.2
516,12,20260523,2026-05-23,150,29825.76,5,2,3.6
517,13,20260523,2026-05-23,171,22418.04,5,1,4.7
518,14,20260523,2026-05-23,167,69292.92,4,1,4.0
519,15,20260523,2026-05-23,46,15855.32,0,1,4.1
520,16,20260523,2026-05-23,68,25387.17,1,0,4.1
521,17,20260523,2026-05-23,56,24692.41,0,1,4.0
522,18,20260523,2026-05-23,53,14503.86,1,0,4.7
523,1,20260522,2026-05-22,154,19335.15,6,3,4.1
524,2,20260522,2026-05-22,174,67846.6,0,0,3.7
525,3,20260522,2026-05-22,191,85406.41,6,2,4.2
526,4,20260522,2026-05-22,237,31230.5,0,3,4.0
527,5,20260522,2026-05-22,200,60783.7,4,0,4.3
528,6,20260522,2026-05-22,217,45385.62,5,3,3.9
529,7,20260522,2026-05-22,237,102374.43,4,3,3.8
530,8,20260522,2026-05-22,281,76015.53,6,2,3.8
531,9,20260522,2026-05-22,223,79390.91,4,3,4.0
532,10,20260522,2026-05-22,285,121488.47,3,0,4.2
533,11,20260522,2026-05-22,262,34710.4,4,3,3.9
534,12,20260522,2026-05-22,168,60546.72,5,0,3.8
535,13,20260522,2026-05-22,225,38596.08,5,1,3.8
536,14,20260522,2026-05-22,183,74969.72,0,1,4.0
537,15,20260522,2026-05-22,109,29285.81,1,0,3.8
538,16,20260522,2026-05-22,108,32731.12,0,3,4.7
539,17,20260522,2026-05-22,87,29893.89,0,2,3.7
540,18,20260522,2026-05-22,110,13715.89,0,2,4.5
541,1,20260521,2026-05-21,220,31072.42,4,1,4.3
542,2,20260521,2026-05-21,179,47038.57,4,0,4.4
543,3,20260521,2026-05-21,204,73023.75,2,0,4.5
544,4,20260521,2026-05-21,179,46056.29,6,3,4.1
545,5,20260521,2026-05-21,275,59642.87,1,0,4.2
546,6,20260521,2026-05-21,220,86408.96,0,2,3.7
547,7,20260521,2026-05-21,198,43236.76,2,3,4.6
548,8,20260521,2026-05-21,277,105711.18,6,2,3.7
549,9,20260521,2026-05-21,223,93482.41,2,0,4.0
550,10,20260521,2026-05-21,274,71329.34,0,0,4.3
551,11,20260521,2026-05-21,271,51516.1,1,2,3.7
552,12,20260521,2026-05-21,215,33359.77,6,0,4.6
553,13,20260521,2026-05-21,235,106307.37,5,2,4.3
554,14,20260521,2026-05-21,255,116503.16,2,1,4.9
555,15,20260521,2026-05-21,84,33656.32,0,3,4.4
556,16,20260521,2026-05-21,115,36734.21,1,2,4.2
557,17,20260521,2026-05-21,72,16097.13,1,2,3.8
558,18,20260521,2026-05-21,65,22166.68,1,0,4.8
559,1,20260520,2026-05-20,175,78587.98,2,1,4.1
560,2,20260520,2026-05-20,254,84220.87,4,1,4.9
561,3,20260520,2026-05-20,222,67172.69,2,1,4.7
562,4,20260520,2026-05-20,267,118800.1,1,2,4.3
563,5,20260520,2026-05-20,253,84844.11,1,3,4.6
564,6,20260520,2026-05-20,189,85495.59,2,3,4.1
565,7,20260520,2026-05-20,262,60485.88,5,1,4.6
566,8,20260520,2026-05-20,276,72687.93,2,0,3.9
567,9,20260520,2026-05-20,194,23293.78,5,2,4.2
568,10,20260520,2026-05-20,200,64440.8,3,0,3.8
569,11,20260520,2026-05-20,209,70954.88,0,1,4.3
570,12,20260520,2026-05-20,258,113005.48,0,1,3.9
571,13,20260520,2026-05-20,215,26271.3,6,1,4.2
572,14,20260520,2026-05-20,250,47478.72,2,1,4.6
573,15,20260520,2026-05-20,96,27172.89,0,0,4.5
574,16,20260520,2026-05-20,106,20695.73,1,1,4.2
575,17,20260520,2026-05-20,95,43942.54,0,3,4.2
576,18,20260520,2026-05-20,91,24912.93,1,0,4.6
577,1,20260519,2026-05-19,284,64308.03,1,0,3.8
578,2,20260519,2026-05-19,191,72703.89,0,2,4.5
579,3,20260519,2026-05-19,198,39636.94,0,0,4.6
580,4,20260519,2026-05-19,273,120557.0,0,1,4.3
581,5,20260519,2026-05-19,211,31855.27,4,0,4.3
582,6,20260519,2026-05-19,218,39401.73,5,2,4.1
583,7,20260519,2026-05-19,253,75584.52,5,1,3.7
584,8,20260519,2026-05-19,260,68923.76,6,0,4.8
585,9,20260519,2026-05-19,155,68849.2,5,0,3.9
586,10,20260519,2026-05-19,272,47728.23,6,2,4.6
587,11,20260519,2026-05-19,242,46748.18,0,1,4.5
588,12,20260519,2026-05-19,257,112076.71,1,2,4.8
589,13,20260519,2026-05-19,160,49429.5,4,3,3.7
590,14,20260519,2026-05-19,166,38197.52,1,0,3.9
591,15,20260519,2026-05-19,73,31177.3,1,3,4.8
592,16,20260519,2026-05-19,63,17300.01,0,1,4.7
593,17,20260519,2026-05-19,108,33976.03,0,0,4.3
594,18,20260519,2026-05-19,94,19209.86,1,3,4.3
595,1,20260518,2026-05-18,203,93678.95,3,3,4.9
596,2,20260518,2026-05-18,232,46556.9,0,2,4.8
597,3,20260518,2026-05-18,170,73368.2,6,2,4.6
598,4,20260518,2026-05-18,157,47954.83,0,2,4.6
599,5,20260518,2026-05-18,193,65150.12,4,1,4.6
600,6,20260518,2026-05-18,228,56038.29,0,0,3.8
601,7,20260518,2026-05-18,266,102154.46,1,3,4.0
602,8,20260518,2026-05-18,273,95636.0,0,1,4.8
603,9,20260518,2026-05-18,273,101439.92,0,0,4.8
604,10,20260518,2026-05-18,169,38102.9,0,3,4.1
605,11,20260518,2026-05-18,221,94013.62,4,3,4.3
606,12,20260518,2026-05-18,170,42798.56,0,1,3.7
607,13,20260518,2026-05-18,175,77394.63,6,3,4.4
608,14,20260518,2026-05-18,156,29447.3,2,2,4.3
609,15,20260518,2026-05-18,110,37739.86,1,2,4.3
610,16,20260518,2026-05-18,97,30342.02,0,3,4.2
611,17,20260518,2026-05-18,87,24086.83,0,2,4.0
612,18,20260518,2026-05-18,107,15763.2,1,2,4.7
613,1,20260517,2026-05-17,110,46618.99,4,0,4.2
614,2,20260517,2026-05-17,125,31949.78,4,1,3.8
615,3,20260517,2026-05-17,144,34685.63,3,0,4.7
616,4,20260517,2026-05-17,149,65119.52,0,1,4.8
617,5,20260517,2026-05-17,139,36012.65,5,0,4.6
618,6,20260517,2026-05-17,106,34459.83,1,3,3.9
619,7,20260517,2026-05-17,154,55898.66,0,2,4.5
620,8,20260517,2026-05-17,129,17561.93,6,1,3.6
621,9,20260517,2026-05-17,170,52258.28,6,0,4.2
622,10,20260517,2026-05-17,117,54737.9,3,3,4.0
623,11,20260517,2026-05-17,121,18748.63,6,1,3.8
624,12,20260517,2026-05-17,101,35433.91,4,3,3.9
625,13,20260517,2026-05-17,157,51823.72,3,3,4.6
626,14,20260517,2026-05-17,164,74047.51,2,3,4.2
627,15,20260517,2026-05-17,59,17144.96,1,2,4.6
628,16,20260517,2026-05-17,51,15597.25,0,1,3.9
629,17,20260517,2026-05-17,60,9398.46,1,3,4.1
630,18,20260517,2026-05-17,62,27226.39,0,3,3.8
631,1,20260516,2026-05-16,149,69935.65,6,0,4.2
632,2,20260516,2026-05-16,129,44257.33,4,0,4.8
633,3,20260516,2026-05-16,129,36384.75,6,3,4.2
634,4,20260516,2026-05-16,167,25761.53,5,1,4.9
635,5,20260516,2026-05-16,140,59475.26,0,0,4.6
636,6,20260516,2026-05-16,110,18153.8,3,3,4.8
637,7,20260516,2026-05-16,159,31287.13,6,3,4.2
638,8,20260516,2026-05-16,151,34749.72,5,3,3.7
639,9,20260516,2026-05-16,114,44146.56,1,0,4.8
640,10,20260516,2026-05-16,166,44781.37,5,2,4.1
641,11,20260516,2026-05-16,146,65509.49,3,1,4.1
642,12,20260516,2026-05-16,158,73530.18,3,0,4.2
643,13,20260516,2026-05-16,118,44508.57,3,2,4.6
644,14,20260516,2026-05-16,103,30774.79,3,2,3.7
645,15,20260516,2026-05-16,69,17697.87,1,2,3.9
646,16,20260516,2026-05-16,41,13188.83,0,0,4.8
647,17,20260516,2026-05-16,46,10513.88,1,0,4.9
648,18,20260516,2026-05-16,41,10104.58,1,3,4.8
649,1,20260515,2026-05-15,225,80206.67,6,2,3.8
650,2,20260515,2026-05-15,264,107128.72,5,1,3.9
651,3,20260515,2026-05-15,263,85075.48,1,3,4.8
652,4,20260515,2026-05-15,237,32389.49,4,2,4.1
653,5,20260515,2026-05-15,177,82444.97,2,0,4.1
654,6,20260515,2026-05-15,212,26030.3,4,2,3.6
655,7,20260515,2026-05-15,238,89734.76,5,2,4.6
656,8,20260515,2026-05-15,213,52081.04,3,1,3.7
657,9,20260515,2026-05-15,191,77528.8,3,2,4.7
658,10,20260515,2026-05-15,204,27193.31,1,0,4.1
659,11,20260515,2026-05-15,280,46200.68,0,1,4.5
660,12,20260515,2026-05-15,252,72122.28,2,1,4.9
661,13,20260515,2026-05-15,200,43699.09,0,2,4.7
662,14,20260515,2026-05-15,263,97836.09,5,2,4.8
663,15,20260515,2026-05-15,106,39026.54,1,0,4.4
664,16,20260515,2026-05-15,109,33126.96,1,2,4.2
665,17,20260515,2026-05-15,116,45672.64,1,3,4.6
666,18,20260515,2026-05-15,64,23399.65,1,3,4.3
667,1,20260514,2026-05-14,189,59034.34,5,2,3.8
668,2,20260514,2026-05-14,274,121873.29,2,2,3.9
669,3,20260514,2026-05-14,279,48950.31,6,2,4.0
670,4,20260514,2026-05-14,235,80631.77,0,1,3.7
671,5,20260514,2026-05-14,263,89233.75,3,2,3.8
672,6,20260514,2026-05-14,252,40302.02,1,2,4.0
673,7,20260514,2026-05-14,160,52570.76,4,2,3.7
674,8,20260514,2026-05-14,215,75106.97,2,2,4.4
675,9,20260514,2026-05-14,190,47439.73,0,1,4.6
676,10,20260514,2026-05-14,229,84702.61,5,2,4.2
677,11,20260514,2026-05-14,196,65110.4,1,2,4.9
678,12,20260514,2026-05-14,224,33318.54,4,3,4.1
679,13,20260514,2026-05-14,164,56455.63,4,2,4.5
680,14,20260514,2026-05-14,176,58886.01,0,1,4.3
681,15,20260514,2026-05-14,81,30431.48,1,3,3.9
682,16,20260514,2026-05-14,82,38474.45,1,2,4.3
683,17,20260514,2026-05-14,111,24979.94,0,0,4.6
684,18,20260514,2026-05-14,115,18883.98,1,1,4.9
685,1,20260513,2026-05-13,196,49209.86,5,1,3.7
686,2,20260513,2026-05-13,198,49053.15,4,0,3.7
687,3,20260513,2026-05-13,232,99090.88,1,3,4.3
688,4,20260513,2026-05-13,252,80051.62,6,0,4.0
689,5,20260513,2026-05-13,230,55828.56,6,3,4.4
690,6,20260513,2026-05-13,271,47187.38,2,1,4.3
691,7,20260513,2026-05-13,178,37940.67,4,1,3.7
692,8,20260513,2026-05-13,195,60622.64,4,3,4.3
693,9,20260513,2026-05-13,272,40006.27,1,2,4.9
694,10,20260513,2026-05-13,255,32168.94,1,3,4.6
695,11,20260513,2026-05-13,276,71412.33,3,1,4.0
696,12,20260513,2026-05-13,247,44890.78,4,2,4.0
697,13,20260513,2026-05-13,187,47060.21,6,1,4.0
698,14,20260513,2026-05-13,172,41780.21,6,0,4.8
699,15,20260513,2026-05-13,65,29528.6,0,3,4.0
700,16,20260513,2026-05-13,89,36086.63,0,0,4.3
701,17,20260513,2026-05-13,92,17668.64,1,3,4.2
702,18,20260513,2026-05-13,81,21232.59,0,0,4.5
703,1,20260512,2026-05-12,242,72391.82,2,3,4.2
704,2,20260512,2026-05-12,201,73124.02,2,2,4.8
705,3,20260512,2026-05-12,284,76837.09,4,1,3.6
706,4,20260512,2026-05-12,194,71897.65,4,0,4.1
707,5,20260512,2026-05-12,283,59596.95,1,2,4.8
708,6,20260512,2026-05-12,173,43429.62,1,1,3.8
709,7,20260512,2026-05-12,250,100702.8,5,0,3.9
710,8,20260512,2026-05-12,278,105243.01,1,0,4.3
711,9,20260512,2026-05-12,245,55421.13,0,2,4.7
712,10,20260512,2026-05-12,190,57784.2,4,3,4.7
713,11,20260512,2026-05-12,164,68518.99,2,2,3.7
714,12,20260512,2026-05-12,260,64751.42,5,1,4.3
715,13,20260512,2026-05-12,246,56350.37,1,0,4.2
716,14,20260512,2026-05-12,279,98155.77,6,2,3.9
717,15,20260512,2026-05-12,78,17190.65,1,1,3.8
718,16,20260512,2026-05-12,108,18657.92,1,1,4.2
719,17,20260512,2026-05-12,95,22907.94,1,1,3.9
720,18,20260512,2026-05-12,78,12875.04,1,1,4.1
721,1,20260511,2026-05-11,216,86907.81,4,3,4.5
722,2,20260511,2026-05-11,241,68085.5,1,1,4.6
723,3,20260511,2026-05-11,162,63389.74,5,1,4.8
724,4,20260511,2026-05-11,203,55984.73,3,0,4.1
725,5,20260511,2026-05-11,269,125161.47,0,1,4.6
726,6,20260511,2026-05-11,193,34110.38,4,0,3.8
727,7,20260511,2026-05-11,185,78267.13,1,3,3.9
728,8,20260511,2026-05-11,238,113440.06,5,1,4.3
729,9,20260511,2026-05-11,278,75080.68,2,1,4.2
730,10,20260511,2026-05-11,243,98649.18,1,2,3.9
731,11,20260511,2026-05-11,235,74379.72,4,0,4.0
732,12,20260511,2026-05-11,178,55932.31,4,1,4.2
733,13,20260511,2026-05-11,188,87058.51,5,2,4.1
734,14,20260511,2026-05-11,181,64313.02,5,1,3.9
735,15,20260511,2026-05-11,90,12626.41,0,0,3.7
736,16,20260511,2026-05-11,73,12795.36,0,1,4.0
737,17,20260511,2026-05-11,82,34868.32,1,0,3.8
738,18,20260511,2026-05-11,112,51057.03,1,2,3.9
739,1,20260510,2026-05-10,112,53019.43,2,2,3.9
740,2,20260510,2026-05-10,114,40021.34,2,3,4.7
741,3,20260510,2026-05-10,94,40268.96,6,2,4.4
742,4,20260510,2026-05-10,94,42268.08,4,0,4.4
743,5,20260510,2026-05-10,161,61827.09,2,3,4.2
744,6,20260510,2026-05-10,111,33748.92,5,0,4.4
745,7,20260510,2026-05-10,122,15481.33,4,3,4.3
746,8,20260510,2026-05-10,149,30795.11,5,1,3.9
747,9,20260510,2026-05-10,123,20248.66,2,2,3.9
748,10,20260510,2026-05-10,156,74060.3,2,0,3.7
749,11,20260510,2026-05-10,145,26807.88,3,2,4.2
750,12,20260510,2026-05-10,106,47465.44,2,3,3.8
751,13,20260510,2026-05-10,163,74517.37,5,2,4.3
752,14,20260510,2026-05-10,129,44232.04,1,1,4.8
753,15,20260510,2026-05-10,63,15982.18,1,2,3.9
754,16,20260510,2026-05-10,45,15316.05,1,2,4.7
755,17,20260510,2026-05-10,60,17909.46,0,2,4.8
756,18,20260510,2026-05-10,54,12785.3,0,3,4.0
757,1,20260509,2026-05-09,170,52505.08,5,0,4.7
758,2,20260509,2026-05-09,128,48196.71,4,2,3.9
759,3,20260509,2026-05-09,117,43735.01,0,0,4.5
760,4,20260509,2026-05-09,166,27562.63,6,3,4.0
761,5,20260509,2026-05-09,113,48205.39,5,2,4.8
762,6,20260509,2026-05-09,104,37921.64,3,3,4.8
763,7,20260509,2026-05-09,130,34662.56,6,2,4.8
764,8,20260509,2026-05-09,146,50219.19,3,0,3.8
765,9,20260509,2026-05-09,141,50583.87,0,2,4.6
766,10,20260509,2026-05-09,167,66057.76,5,0,4.4
767,11,20260509,2026-05-09,167,39272.84,4,3,3.9
768,12,20260509,2026-05-09,143,64390.06,6,3,4.8
769,13,20260509,2026-05-09,104,44058.91,1,1,4.4
770,14,20260509,2026-05-09,131,37558.62,5,3,4.7
771,15,20260509,2026-05-09,55,19812.89,1,2,4.2
772,16,20260509,2026-05-09,61,24705.23,1,3,4.8
773,17,20260509,2026-05-09,53,24237.7,1,3,3.9
774,18,20260509,2026-05-09,50,20892.82,0,0,4.2
775,1,20260508,2026-05-08,271,41281.31,6,1,4.4
776,2,20260508,2026-05-08,191,26068.44,4,0,4.3
777,3,20260508,2026-05-08,270,117376.84,5,0,4.0
778,4,20260508,2026-05-08,229,40422.22,0,3,3.8
779,5,20260508,2026-05-08,221,53442.2,2,1,4.0
780,6,20260508,2026-05-08,159,60928.41,3,3,4.4
781,7,20260508,2026-05-08,195,51847.84,3,0,4.2
782,8,20260508,2026-05-08,231,44002.54,0,2,4.4
783,9,20260508,2026-05-08,193,65265.5,6,3,3.6
784,10,20260508,2026-05-08,230,78428.81,1,2,4.5
785,11,20260508,2026-05-08,244,112056.12,5,3,3.9
786,12,20260508,2026-05-08,165,46422.25,1,0,4.0
787,13,20260508,2026-05-08,264,90623.91,1,2,4.2
788,14,20260508,2026-05-08,262,92194.61,3,1,4.6
789,15,20260508,2026-05-08,80,32620.31,1,0,3.9
790,16,20260508,2026-05-08,81,33308.8,0,0,4.1
791,17,20260508,2026-05-08,63,24350.21,1,3,4.2
792,18,20260508,2026-05-08,89,40921.0,1,0,4.1
793,1,20260507,2026-05-07,267,55020.69,6,1,4.0
794,2,20260507,2026-05-07,264,119747.08,1,2,4.8
795,3,20260507,2026-05-07,232,66033.7,2,1,4.1
796,4,20260507,2026-05-07,260,72479.89,5,1,4.6
797,5,20260507,2026-05-07,285,67278.87,4,3,4.6
798,6,20260507,2026-05-07,218,41872.11,6,2,4.7
799,7,20260507,2026-05-07,245,71798.08,5,0,4.4
800,8,20260507,2026-05-07,192,68072.59,1,1,4.7
801,9,20260507,2026-05-07,165,66618.21,1,2,4.1
802,10,20260507,2026-05-07,167,30307.14,2,3,4.5
803,11,20260507,2026-05-07,277,53608.57,4,3,4.7
804,12,20260507,2026-05-07,243,116605.02,3,0,4.4
805,13,20260507,2026-05-07,280,122758.82,6,1,4.2
806,14,20260507,2026-05-07,251,53561.59,5,3,4.8
807,15,20260507,2026-05-07,86,31232.6,0,3,4.3
808,16,20260507,2026-05-07,71,16995.68,1,0,4.7
809,17,20260507,2026-05-07,69,27724.18,0,2,4.8
810,18,20260507,2026-05-07,83,35750.14,0,1,4.8
811,1,20260506,2026-05-06,211,44613.21,1,1,4.4
812,2,20260506,2026-05-06,242,98076.79,3,0,3.7
813,3,20260506,2026-05-06,273,109478.27,3,3,4.9
814,4,20260506,2026-05-06,231,95796.39,1,0,4.8
815,5,20260506,2026-05-06,225,75571.76,5,0,3.8
816,6,20260506,2026-05-06,223,105579.76,6,0,3.7
817,7,20260506,2026-05-06,248,29911.67,5,3,3.9
818,8,20260506,2026-05-06,267,73755.95,1,3,4.5
819,9,20260506,2026-05-06,166,53037.26,3,0,4.3
820,10,20260506,2026-05-06,261,100079.14,3,1,4.8
821,11,20260506,2026-05-06,239,54335.01,5,0,3.7
822,12,20260506,2026-05-06,247,76013.66,1,3,3.7
823,13,20260506,2026-05-06,204,90366.24,6,0,4.8
824,14,20260506,2026-05-06,239,55804.7,3,1,4.0
825,15,20260506,2026-05-06,66,16626.38,0,0,4.1
826,16,20260506,2026-05-06,85,25015.15,0,0,4.2
827,17,20260506,2026-05-06,88,11810.66,1,1,4.6
828,18,20260506,2026-05-06,76,20379.8,0,3,4.8
829,1,20260505,2026-05-05,285,55162.51,2,1,4.3
830,2,20260505,2026-05-05,232,79649.83,2,1,4.4
831,3,20260505,2026-05-05,185,68617.54,4,0,4.2
832,4,20260505,2026-05-05,192,34778.1,5,3,4.2
833,5,20260505,2026-05-05,188,30576.98,3,0,4.0
834,6,20260505,2026-05-05,216,70388.2,0,1,3.8
835,7,20260505,2026-05-05,236,33256.69,0,0,4.6
836,8,20260505,2026-05-05,253,94558.66,0,1,4.8
837,9,20260505,2026-05-05,170,60736.71,6,2,4.4
838,10,20260505,2026-05-05,252,80381.98,0,0,4.1
839,11,20260505,2026-05-05,204,87226.22,4,1,3.9
840,12,20260505,2026-05-05,189,49818.49,0,2,4.8
841,13,20260505,2026-05-05,247,87099.85,3,2,3.8
842,14,20260505,2026-05-05,257,46480.19,1,3,4.5
843,15,20260505,2026-05-05,113,34069.14,1,2,4.7
844,16,20260505,2026-05-05,99,24603.98,0,1,4.1
845,17,20260505,2026-05-05,114,27800.3,1,1,4.4
846,18,20260505,2026-05-05,65,26900.67,0,0,4.0
847,1,20260504,2026-05-04,257,95702.5,5,0,3.6
848,2,20260504,2026-05-04,227,103683.8,1,2,3.7
849,3,20260504,2026-05-04,214,34824.61,1,1,4.4
850,4,20260504,2026-05-04,192,61869.53,2,3,4.5
851,5,20260504,2026-05-04,155,68254.9,3,1,3.6
852,6,20260504,2026-05-04,169,76565.07,0,0,4.4
853,7,20260504,2026-05-04,157,60333.44,3,1,4.8
854,8,20260504,2026-05-04,264,34816.05,6,1,4.7
855,9,20260504,2026-05-04,237,37811.17,0,0,3.6
856,10,20260504,2026-05-04,191,40320.54,4,1,4.5
857,11,20260504,2026-05-04,175,83643.61,0,1,4.0
858,12,20260504,2026-05-04,206,34924.35,0,0,4.5
859,13,20260504,2026-05-04,227,36918.35,2,3,4.1
860,14,20260504,2026-05-04,222,37809.57,0,1,4.2
861,15,20260504,2026-05-04,98,26955.73,1,3,4.5
862,16,20260504,2026-05-04,75,30447.21,1,3,4.7
863,17,20260504,2026-05-04,72,31037.64,0,2,4.1
864,18,20260504,2026-05-04,80,32689.72,1,0,4.0
865,1,20260503,2026-05-03,163,69169.12,2,2,4.3
866,2,20260503,2026-05-03,99,39680.61,3,1,3.7
867,3,20260503,2026-05-03,119,48733.61,4,1,4.5
868,4,20260503,2026-05-03,103,39731.63,1,0,4.1
869,5,20260503,2026-05-03,171,80656.12,3,0,4.4
870,6,20260503,2026-05-03,135,49552.08,6,1,3.9
871,7,20260503,2026-05-03,107,23567.41,6,3,4.8
872,8,20260503,2026-05-03,111,18845.89,5,0,4.4
873,9,20260503,2026-05-03,133,37421.26,5,0,3.8
874,10,20260503,2026-05-03,154,24432.31,0,1,4.1
875,11,20260503,2026-05-03,170,49724.03,6,1,4.6
876,12,20260503,2026-05-03,155,29342.72,6,1,4.2
877,13,20260503,2026-05-03,109,38541.59,4,1,4.5
878,14,20260503,2026-05-03,124,50927.95,2,3,4.4
879,15,20260503,2026-05-03,51,14371.22,1,1,4.4
880,16,20260503,2026-05-03,57,20301.56,1,1,4.5
881,17,20260503,2026-05-03,38,17182.36,0,0,4.4
882,18,20260503,2026-05-03,62,11785.22,1,1,4.4
883,1,20260502,2026-05-02,117,53886.33,5,2,4.1
884,2,20260502,2026-05-02,156,40783.45,3,3,4.0
885,3,20260502,2026-05-02,169,35709.84,4,2,4.6
886,4,20260502,2026-05-02,130,30979.57,2,1,3.8
887,5,20260502,2026-05-02,162,75398.73,2,3,4.2
888,6,20260502,2026-05-02,170,48842.17,2,1,3.9
889,7,20260502,2026-05-02,108,31656.81,6,2,4.4
890,8,20260502,2026-05-02,117,40098.17,6,0,4.2
891,9,20260502,2026-05-02,162,37729.43,0,2,4.7
892,10,20260502,2026-05-02,139,36777.3,3,3,3.7
893,11,20260502,2026-05-02,144,20123.14,2,1,4.6
894,12,20260502,2026-05-02,106,36544.86,5,1,4.3
895,13,20260502,2026-05-02,164,63974.68,6,0,4.9
896,14,20260502,2026-05-02,153,55366.33,2,0,4.4
897,15,20260502,2026-05-02,54,11094.59,0,0,4.5
898,16,20260502,2026-05-02,40,11423.88,1,1,4.6
899,17,20260502,2026-05-02,47,16747.7,1,0,4.5
900,18,20260502,2026-05-02,43,9092.97,0,1,4.6
901,1,20260501,2026-05-01,173,60073.44,3,3,3.7
902,2,20260501,2026-05-01,173,28458.93,3,3,3.8
903,3,20260501,2026-05-01,201,47033.45,5,3,3.7
904,4,20260501,2026-05-01,167,72419.64,1,3,4.6
905,5,20260501,2026-05-01,218,79330.03,0,1,4.7
906,6,20260501,2026-05-01,262,68431.64,1,2,4.6
907,7,20260501,2026-05-01,177,42155.96,6,3,3.6
908,8,20260501,2026-05-01,225,72231.97,3,3,4.8
909,9,20260501,2026-05-01,215,56231.91,4,2,3.9
910,10,20260501,2026-05-01,166,37884.39,3,0,4.8
911,11,20260501,2026-05-01,273,62333.29,2,3,4.3
912,12,20260501,2026-05-01,241,89037.13,4,3,4.1
913,13,20260501,2026-05-01,284,73806.06,1,3,3.7
914,14,20260501,2026-05-01,156,18786.94,1,0,4.3
915,15,20260501,2026-05-01,108,24598.81,1,1,4.5
916,16,20260501,2026-05-01,112,23716.98,0,1,4.7
917,17,20260501,2026-05-01,107,34445.29,1,0,4.1
918,18,20260501,2026-05-01,92,25002.19,1,0,4.7
919,1,20260430,2026-04-30,168,63675.53,3,1,3.8
920,2,20260430,2026-04-30,199,61181.79,5,3,4.4
921,3,20260430,2026-04-30,225,68347.01,0,1,4.3
922,4,20260430,2026-04-30,207,87461.76,2,0,4.3
923,5,20260430,2026-04-30,223,54579.93,6,2,4.1
924,6,20260430,2026-04-30,159,75243.41,6,1,4.9
925,7,20260430,2026-04-30,238,89258.74,1,0,4.1
